tag_id,tag_aai_lookup,tag_aap_lookup,tag_meta_id,tag_meta_parent_id,tag_member_id,tag_added,tag_text
30,679dbd12c814a0ed5e4c74ba735ac610,42127c729dd1871f500f9c583c4a30dd,277,60,68,2011-11-03T06:04:06Z,Iron Will
31,679dbd12c814a0ed5e4c74ba735ac610,42127c729dd1871f500f9c583c4a30dd,277,60,68,2011-11-03T06:04:06Z,greetings
32,679dbd12c814a0ed5e4c74ba735ac610,42127c729dd1871f500f9c583c4a30dd,277,60,68,2011-11-03T06:04:06Z,hello
33,679dbd12c814a0ed5e4c74ba735ac610,42127c729dd1871f500f9c583c4a30dd,277,60,68,2011-11-03T06:04:06Z,introduction
34,679dbd12c814a0ed5e4c74ba735ac610,42127c729dd1871f500f9c583c4a30dd,277,60,68,2011-11-03T06:04:06Z,introductions
36,a9152cee70f17ba6f23da0ba4b111ed6,42127c729dd1871f500f9c583c4a30dd,289,60,72,2011-11-06T20:10:51Z,Hi
37,a9152cee70f17ba6f23da0ba4b111ed6,42127c729dd1871f500f9c583c4a30dd,289,60,72,2011-11-06T20:10:51Z,Hello
38,1ed082bc990a5ea86b5382ce90d66805,4fbeb3c9ac442b9608a5a7ee84bd1eb5,290,15,61,2011-11-06T21:15:07Z,Iran War
39,8b7b6899be3f28e87409eba48bb8ad56,c4c1133b6d24419297c32352db8cbc2b,296,151,56,2011-11-08T23:24:50Z,Dimitrije
40,8b7b6899be3f28e87409eba48bb8ad56,c4c1133b6d24419297c32352db8cbc2b,296,151,56,2011-11-08T23:24:50Z,Mita
41,8b7b6899be3f28e87409eba48bb8ad56,c4c1133b6d24419297c32352db8cbc2b,296,151,56,2011-11-08T23:24:50Z,Ljotic
42,8b7b6899be3f28e87409eba48bb8ad56,c4c1133b6d24419297c32352db8cbc2b,296,151,56,2011-11-08T23:24:50Z,Serbia
43,8b7b6899be3f28e87409eba48bb8ad56,c4c1133b6d24419297c32352db8cbc2b,296,151,56,2011-11-08T23:24:50Z,Yugoslavia
44,8b7b6899be3f28e87409eba48bb8ad56,c4c1133b6d24419297c32352db8cbc2b,296,151,56,2011-11-08T23:24:50Z,ZBOR
45,8b7b6899be3f28e87409eba48bb8ad56,c4c1133b6d24419297c32352db8cbc2b,296,151,56,2011-11-08T23:24:50Z,SDK
46,8b7b6899be3f28e87409eba48bb8ad56,c4c1133b6d24419297c32352db8cbc2b,296,151,56,2011-11-08T23:24:50Z,Anti-communism
47,8b7b6899be3f28e87409eba48bb8ad56,c4c1133b6d24419297c32352db8cbc2b,296,151,56,2011-11-08T23:24:50Z,Agrarianism
3593,454aa52c6a1e962507ea260c04238796,b475efb500f6079448ab7572479f3f80,5772,87,1,2015-11-14T00:49:00Z,French
3592,454aa52c6a1e962507ea260c04238796,b475efb500f6079448ab7572479f3f80,5772,87,1,2015-11-14T00:49:00Z,2015
3590,454aa52c6a1e962507ea260c04238796,b475efb500f6079448ab7572479f3f80,5772,87,1,2015-11-14T00:49:00Z,Helter
3573,fa3ce64798fa4b8b2bac74cf9e8a0c2a,768091c8b4997507baae7331c1335d16,5773,93,9620,2015-11-13T23:09:54Z,aka evola 101
52,98cb2de8a040917afe342aac7b8a3fb2,652894f9fbf4e40ad44724b0464fd8d6,301,62,68,2011-11-09T18:39:47Z,biological weapons
53,98cb2de8a040917afe342aac7b8a3fb2,652894f9fbf4e40ad44724b0464fd8d6,301,62,68,2011-11-09T18:39:47Z,weapons
54,98cb2de8a040917afe342aac7b8a3fb2,652894f9fbf4e40ad44724b0464fd8d6,301,62,68,2011-11-09T18:39:47Z,documentary
55,98cb2de8a040917afe342aac7b8a3fb2,652894f9fbf4e40ad44724b0464fd8d6,301,62,68,2011-11-09T18:39:47Z,germ warfare
56,98cb2de8a040917afe342aac7b8a3fb2,652894f9fbf4e40ad44724b0464fd8d6,301,62,68,2011-11-09T18:39:47Z,biological warfare
3591,454aa52c6a1e962507ea260c04238796,b475efb500f6079448ab7572479f3f80,5772,87,1,2015-11-14T00:49:00Z,Skelter
62,1e6d32fe23b39dc1c3872d080ac4476a,4fbeb3c9ac442b9608a5a7ee84bd1eb5,196,88,62,2011-11-10T17:08:32Z,The 1%
63,9efd88c0cbd868c36c8a87edfadc3bd9,652894f9fbf4e40ad44724b0464fd8d6,306,62,68,2011-11-11T23:50:23Z,documentary
64,9efd88c0cbd868c36c8a87edfadc3bd9,652894f9fbf4e40ad44724b0464fd8d6,306,62,68,2011-11-11T23:50:23Z,duel
65,9efd88c0cbd868c36c8a87edfadc3bd9,652894f9fbf4e40ad44724b0464fd8d6,306,62,68,2011-11-11T23:50:23Z,timewatch
66,9efd88c0cbd868c36c8a87edfadc3bd9,652894f9fbf4e40ad44724b0464fd8d6,306,62,68,2011-11-11T23:50:23Z,bbc
67,9efd88c0cbd868c36c8a87edfadc3bd9,652894f9fbf4e40ad44724b0464fd8d6,306,62,68,2011-11-11T23:50:23Z,james landale
68,9efd88c0cbd868c36c8a87edfadc3bd9,652894f9fbf4e40ad44724b0464fd8d6,306,62,68,2011-11-11T23:50:23Z,kirkcaldy
69,9efd88c0cbd868c36c8a87edfadc3bd9,652894f9fbf4e40ad44724b0464fd8d6,306,62,68,2011-11-11T23:50:23Z,fife
70,9efd88c0cbd868c36c8a87edfadc3bd9,652894f9fbf4e40ad44724b0464fd8d6,306,62,68,2011-11-11T23:50:23Z,honor
71,9efd88c0cbd868c36c8a87edfadc3bd9,652894f9fbf4e40ad44724b0464fd8d6,306,62,68,2011-11-11T23:50:23Z,honour
72,fbfea34ca070408dfb0e19279f770e69,652894f9fbf4e40ad44724b0464fd8d6,311,62,68,2011-11-14T04:00:44Z,Ernst JÃ¼nger
73,fbfea34ca070408dfb0e19279f770e69,652894f9fbf4e40ad44724b0464fd8d6,311,62,68,2011-11-14T04:00:44Z,documentary
74,fbfea34ca070408dfb0e19279f770e69,652894f9fbf4e40ad44724b0464fd8d6,311,62,68,2011-11-14T04:00:44Z,paris
75,fbfea34ca070408dfb0e19279f770e69,652894f9fbf4e40ad44724b0464fd8d6,311,62,68,2011-11-14T04:00:44Z,wwii
76,fbfea34ca070408dfb0e19279f770e69,652894f9fbf4e40ad44724b0464fd8d6,311,62,68,2011-11-14T04:00:44Z,World War II
77,dd3a74b3ed2bdfedd6c47586a71dc96d,964b8b0a533a4160c095e0897aba46f7,324,62,68,2011-11-20T06:04:16Z,Werner Sombart
78,179d8cd32151688e8e46494f8ea078f2,ed58c3dca07b3b5be3f028f268ec07b6,327,75,35,2011-11-22T12:30:18Z,social credit
79,179d8cd32151688e8e46494f8ea078f2,ed58c3dca07b3b5be3f028f268ec07b6,327,75,35,2011-11-22T12:30:18Z,debt cycle
80,179d8cd32151688e8e46494f8ea078f2,ed58c3dca07b3b5be3f028f268ec07b6,327,75,35,2011-11-22T12:30:18Z,economics
81,179d8cd32151688e8e46494f8ea078f2,ed58c3dca07b3b5be3f028f268ec07b6,327,75,35,2011-11-22T12:30:18Z,fractional reserve banking
108,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,otpor
90,d1c2293a487388ff4b6883b77718a385,e88f543d0547e022b8cba311a6b610b3,355,60,2,2011-12-04T09:21:45Z,Jehovah
89,d1c2293a487388ff4b6883b77718a385,e88f543d0547e022b8cba311a6b610b3,355,60,2,2011-12-04T09:21:45Z,Bible Students
88,d1c2293a487388ff4b6883b77718a385,e88f543d0547e022b8cba311a6b610b3,355,60,2,2011-12-04T09:21:45Z,Jehovahs Witnesses
107,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,america
106,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,revolution
104,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,democracy
105,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,gene sharp
103,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,democrazy
109,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,cia
110,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,capitalism
111,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,liberal democracy
112,f519a40b08a59612866993c6da8ebe80,652894f9fbf4e40ad44724b0464fd8d6,360,62,68,2011-12-07T18:43:49Z,liberalism
113,67a5f959d6271dad55165a05fef3161c,956ad2d2939099a2185452a31071f22e,385,75,35,2011-12-16T06:11:54Z,James Mason
114,67a5f959d6271dad55165a05fef3161c,956ad2d2939099a2185452a31071f22e,385,75,35,2011-12-16T06:11:54Z,Boyd Rice
115,67a5f959d6271dad55165a05fef3161c,956ad2d2939099a2185452a31071f22e,385,75,35,2011-12-16T06:11:54Z,Blood Axis
116,67a5f959d6271dad55165a05fef3161c,956ad2d2939099a2185452a31071f22e,385,75,35,2011-12-16T06:11:54Z,Bob Larson
117,67a5f959d6271dad55165a05fef3161c,956ad2d2939099a2185452a31071f22e,385,75,35,2011-12-16T06:11:54Z,Siege!
118,67a5f959d6271dad55165a05fef3161c,956ad2d2939099a2185452a31071f22e,385,75,35,2011-12-16T06:11:54Z,Love
119,67a5f959d6271dad55165a05fef3161c,956ad2d2939099a2185452a31071f22e,385,75,35,2011-12-16T06:11:54Z,Tolerance
120,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,Joseph Goebbels
121,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,National Socialism
122,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,Hitler
123,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,Documantaries
124,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,Fascism
125,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,Experiment
126,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,Germany
127,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,Europe
128,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,Jew
129,51614a73689cc9d7df31e1ff04be5fc0,652894f9fbf4e40ad44724b0464fd8d6,387,62,89,2011-12-16T11:54:54Z,Help
174,a2d920cd76da56f9e0d812fbf1816451,51253f5c665ed2a553bb0ca164d8b500,398,94,1,2012-01-27T12:30:00Z,Revolution
137,2aa4deda1a2c326901b3130c679ebc42,a8ec894f1cd7456aede97242cbe1b6a5,403,148,89,2011-12-19T20:12:05Z,Fascism
138,2aa4deda1a2c326901b3130c679ebc42,a8ec894f1cd7456aede97242cbe1b6a5,403,148,89,2011-12-19T20:12:05Z,England
139,2aa4deda1a2c326901b3130c679ebc42,a8ec894f1cd7456aede97242cbe1b6a5,403,148,89,2011-12-19T20:12:05Z,UK
140,2aa4deda1a2c326901b3130c679ebc42,a8ec894f1cd7456aede97242cbe1b6a5,403,148,89,2011-12-19T20:12:05Z,Britain
141,2aa4deda1a2c326901b3130c679ebc42,a8ec894f1cd7456aede97242cbe1b6a5,403,148,89,2011-12-19T20:12:05Z,Mosley
142,2aa4deda1a2c326901b3130c679ebc42,a8ec894f1cd7456aede97242cbe1b6a5,403,148,89,2011-12-19T20:12:05Z,Blackshirts
143,2aa4deda1a2c326901b3130c679ebc42,a8ec894f1cd7456aede97242cbe1b6a5,403,148,89,2011-12-19T20:12:05Z,Oswald
144,2aa4deda1a2c326901b3130c679ebc42,a8ec894f1cd7456aede97242cbe1b6a5,403,148,89,2011-12-19T20:12:05Z,British Union of Fascists
145,6dc8896dae50d21779250abbcc223fae,956ad2d2939099a2185452a31071f22e,410,75,35,2011-12-21T13:04:10Z,Reaktion!
146,6dc8896dae50d21779250abbcc223fae,956ad2d2939099a2185452a31071f22e,410,75,35,2011-12-21T13:04:10Z,Fascist Journal
147,6dc8896dae50d21779250abbcc223fae,956ad2d2939099a2185452a31071f22e,410,75,35,2011-12-21T13:04:10Z,American Fascism
148,6dc8896dae50d21779250abbcc223fae,956ad2d2939099a2185452a31071f22e,410,75,35,2011-12-21T13:04:10Z,Write
149,efbf653f51de3aa07ab13149cf2762c1,4fbeb3c9ac442b9608a5a7ee84bd1eb5,413,88,61,2011-12-22T02:42:54Z,Syria
150,efbf653f51de3aa07ab13149cf2762c1,4fbeb3c9ac442b9608a5a7ee84bd1eb5,413,88,61,2011-12-22T02:42:54Z,Al-Assad
151,c50135d744ebd819d62ec56a124e3530,4fbeb3c9ac442b9608a5a7ee84bd1eb5,444,60,61,2011-12-29T20:33:14Z,Night of Long Knives
152,85c0c91648ff11d6d3ad274ae80d0a11,42127c729dd1871f500f9c583c4a30dd,453,60,100,2012-01-05T00:18:39Z,introduction
153,b9d19a5e917bf4e36621d908f088a512,4fbeb3c9ac442b9608a5a7ee84bd1eb5,466,106,35,2012-01-12T14:02:46Z,return your revolt into style
154,b9d19a5e917bf4e36621d908f088a512,4fbeb3c9ac442b9608a5a7ee84bd1eb5,466,106,35,2012-01-12T14:02:46Z,iron youth
155,b9d19a5e917bf4e36621d908f088a512,4fbeb3c9ac442b9608a5a7ee84bd1eb5,466,106,35,2012-01-12T14:02:46Z,iron youth clothes
156,b9d19a5e917bf4e36621d908f088a512,4fbeb3c9ac442b9608a5a7ee84bd1eb5,466,106,35,2012-01-12T14:02:46Z,clothes
157,b9d19a5e917bf4e36621d908f088a512,4fbeb3c9ac442b9608a5a7ee84bd1eb5,466,106,35,2012-01-12T14:02:46Z,fatigues
158,b9d19a5e917bf4e36621d908f088a512,4fbeb3c9ac442b9608a5a7ee84bd1eb5,466,106,35,2012-01-12T14:02:46Z,camo
159,b9d19a5e917bf4e36621d908f088a512,4fbeb3c9ac442b9608a5a7ee84bd1eb5,466,106,35,2012-01-12T14:02:46Z,attire
160,43b2b7603f5a35699b34dbd7d0c85a15,4fbeb3c9ac442b9608a5a7ee84bd1eb5,476,30,65,2012-01-16T12:14:06Z,PETA Animal Rights Activism
161,05a4ae2105ef140996468fe02ccf17d4,0e2cc9595cdd468bc3f1f9e946c8d63b,498,88,100,2012-01-24T15:47:17Z,Antisemitism
162,05a4ae2105ef140996468fe02ccf17d4,0e2cc9595cdd468bc3f1f9e946c8d63b,498,88,100,2012-01-24T15:47:17Z,Shoa
163,05a4ae2105ef140996468fe02ccf17d4,0e2cc9595cdd468bc3f1f9e946c8d63b,498,88,100,2012-01-24T15:47:17Z,Germany
164,05a4ae2105ef140996468fe02ccf17d4,0e2cc9595cdd468bc3f1f9e946c8d63b,498,88,100,2012-01-24T15:47:17Z,Charlotte Knobloch
165,05a4ae2105ef140996468fe02ccf17d4,0e2cc9595cdd468bc3f1f9e946c8d63b,498,88,100,2012-01-24T15:47:17Z,Holocaust
166,05a4ae2105ef140996468fe02ccf17d4,0e2cc9595cdd468bc3f1f9e946c8d63b,498,88,100,2012-01-24T15:47:17Z,Right-wing extremism
167,05a4ae2105ef140996468fe02ccf17d4,0e2cc9595cdd468bc3f1f9e946c8d63b,498,88,100,2012-01-24T15:47:17Z,Societal problems
168,f6734d88019638bf72440dc3de3571bf,964b8b0a533a4160c095e0897aba46f7,502,62,68,2012-01-26T03:14:18Z,Ernst JÃ¼nger
169,f6734d88019638bf72440dc3de3571bf,964b8b0a533a4160c095e0897aba46f7,502,62,68,2012-01-26T03:14:18Z,JÃ¼nger
170,4dc3849a9df19dcc07178474ce9ecc58,964b8b0a533a4160c095e0897aba46f7,503,62,68,2012-01-26T03:50:14Z,Ernst JÃ¼nger
171,4dc3849a9df19dcc07178474ce9ecc58,964b8b0a533a4160c095e0897aba46f7,503,62,68,2012-01-26T03:50:14Z,JÃ¼nger
173,07178afa02840b95eb03e7efeaee48df,755971d22a41f2b0cdfada68a5683ec7,198,88,1,2012-01-27T12:14:45Z,Libya Gaddafi Revolution
175,c50ed9bef6169e6941810f854c77c31e,4fbeb3c9ac442b9608a5a7ee84bd1eb5,519,75,61,2012-01-31T06:01:05Z,Robespierre
1773,849e86981cfe417a50f6ddfc2b063234,4fbeb3c9ac442b9608a5a7ee84bd1eb5,545,85,1,2014-03-04T14:41:09Z,Goldberg
1772,849e86981cfe417a50f6ddfc2b063234,4fbeb3c9ac442b9608a5a7ee84bd1eb5,545,85,1,2014-03-04T14:41:09Z,Jonah
1771,849e86981cfe417a50f6ddfc2b063234,4fbeb3c9ac442b9608a5a7ee84bd1eb5,545,85,1,2014-03-04T14:41:09Z,Fascism
1770,849e86981cfe417a50f6ddfc2b063234,4fbeb3c9ac442b9608a5a7ee84bd1eb5,545,85,1,2014-03-04T14:41:09Z,Liberal
180,deb436e8117d7a18f5f348644f773d66,4fbeb3c9ac442b9608a5a7ee84bd1eb5,548,100,134,2012-02-04T17:57:24Z,National Socialism
181,8c9ae8ffc33b2350c2c3c8028edb9a9a,51253f5c665ed2a553bb0ca164d8b500,551,75,140,2012-02-05T18:56:26Z,Kai
182,8c9ae8ffc33b2350c2c3c8028edb9a9a,51253f5c665ed2a553bb0ca164d8b500,551,75,140,2012-02-05T18:56:26Z,Murros
183,8c9ae8ffc33b2350c2c3c8028edb9a9a,51253f5c665ed2a553bb0ca164d8b500,551,75,140,2012-02-05T18:56:26Z,Revolution
184,8c9ae8ffc33b2350c2c3c8028edb9a9a,51253f5c665ed2a553bb0ca164d8b500,551,75,140,2012-02-05T18:56:26Z,national
185,ee317394f92dc6afe22ba002f07b5fa6,4fbeb3c9ac442b9608a5a7ee84bd1eb5,559,78,61,2012-02-08T02:54:49Z,Ezra Pound
186,bee17708a1effabc973880b3d443d05e,4fbeb3c9ac442b9608a5a7ee84bd1eb5,565,99,61,2012-02-09T06:08:18Z,School
187,119f691751408f80bbc8368c713d2604,755971d22a41f2b0cdfada68a5683ec7,584,87,23,2012-02-11T02:29:55Z,France
188,119f691751408f80bbc8368c713d2604,755971d22a41f2b0cdfada68a5683ec7,584,87,23,2012-02-11T02:29:55Z,Sarkozy
189,119f691751408f80bbc8368c713d2604,755971d22a41f2b0cdfada68a5683ec7,584,87,23,2012-02-11T02:29:55Z,LePen
190,119f691751408f80bbc8368c713d2604,755971d22a41f2b0cdfada68a5683ec7,584,87,23,2012-02-11T02:29:55Z,far-right news
191,bcf7e91f5011f9977e3e30ea7a2b2232,755971d22a41f2b0cdfada68a5683ec7,585,87,23,2012-02-11T02:35:21Z,Spain
192,bcf7e91f5011f9977e3e30ea7a2b2232,755971d22a41f2b0cdfada68a5683ec7,585,87,23,2012-02-11T02:35:21Z,human-rights
193,bcf7e91f5011f9977e3e30ea7a2b2232,755971d22a41f2b0cdfada68a5683ec7,585,87,23,2012-02-11T02:35:21Z,anti-fascists
194,10dca746c5d3c18a438e65a154e2e060,0e2cc9595cdd468bc3f1f9e946c8d63b,594,88,65,2012-02-12T14:33:14Z,Australia Bob Katter New
4068,76176208887762a9eae5698a0a677534,1d7b8a34d35bb07bc2f38523d958299d,6163,88,7600,2016-03-08T02:14:58Z,holohoax
196,7ec977de27c85a056e82e09a32a25743,c6dbf78127210280895cda9440113396,616,61,68,2012-02-20T04:57:26Z,suggestion
197,7ec977de27c85a056e82e09a32a25743,c6dbf78127210280895cda9440113396,616,61,68,2012-02-20T04:57:26Z,suggestions
3589,454aa52c6a1e962507ea260c04238796,b475efb500f6079448ab7572479f3f80,5772,87,1,2015-11-14T00:49:00Z,War
200,7315231a883df6bda3b308de694b27ca,755971d22a41f2b0cdfada68a5683ec7,641,88,23,2012-02-25T02:24:47Z,Multiculturalism
201,7315231a883df6bda3b308de694b27ca,755971d22a41f2b0cdfada68a5683ec7,641,88,23,2012-02-25T02:24:47Z,UK
202,842bb23e430efdd476fec8001088cd8c,755971d22a41f2b0cdfada68a5683ec7,642,87,23,2012-02-25T02:34:20Z,Greece
203,842bb23e430efdd476fec8001088cd8c,755971d22a41f2b0cdfada68a5683ec7,642,87,23,2012-02-25T02:34:20Z,far-right
204,842bb23e430efdd476fec8001088cd8c,755971d22a41f2b0cdfada68a5683ec7,642,87,23,2012-02-25T02:34:20Z,EU
205,50b8bc42b237eb6fd72c0f4586bf8c3f,755971d22a41f2b0cdfada68a5683ec7,643,88,23,2012-02-25T02:41:54Z,EU
206,50b8bc42b237eb6fd72c0f4586bf8c3f,755971d22a41f2b0cdfada68a5683ec7,643,88,23,2012-02-25T02:41:54Z,Greece
207,9505772313d7be7c270a6b5bf35d7522,0a99f4e8a497e0dcfdf2834d8d0a83ea,644,60,144,2012-02-25T21:23:49Z,Pareto
208,9505772313d7be7c270a6b5bf35d7522,0a99f4e8a497e0dcfdf2834d8d0a83ea,644,60,144,2012-02-25T21:23:49Z,Sunic
209,00b1df45543749a50b42fad19cf386f0,4fbeb3c9ac442b9608a5a7ee84bd1eb5,662,97,61,2012-02-29T05:36:29Z,Spartacus
210,d378d411f6de08cfa47c127fcbc5841d,42127c729dd1871f500f9c583c4a30dd,664,60,168,2012-03-01T00:44:31Z,introduction
211,cd1573053dfb7e2b2b86b0f8c9cb642b,755971d22a41f2b0cdfada68a5683ec7,665,87,23,2012-03-01T03:02:57Z,Germany
212,cd1573053dfb7e2b2b86b0f8c9cb642b,755971d22a41f2b0cdfada68a5683ec7,665,87,23,2012-03-01T03:02:57Z,far-right
213,ee1597c07cb86e6e4eda07fca257463c,755971d22a41f2b0cdfada68a5683ec7,666,87,23,2012-03-01T03:07:24Z,UK
214,ee1597c07cb86e6e4eda07fca257463c,755971d22a41f2b0cdfada68a5683ec7,666,87,23,2012-03-01T03:07:24Z,far-right
215,ee1597c07cb86e6e4eda07fca257463c,755971d22a41f2b0cdfada68a5683ec7,666,87,23,2012-03-01T03:07:24Z,EDL
216,3d64b553573dd37a54051ef39bfc6406,755971d22a41f2b0cdfada68a5683ec7,691,88,65,2012-03-09T00:46:41Z,Anonymous
217,3d64b553573dd37a54051ef39bfc6406,755971d22a41f2b0cdfada68a5683ec7,691,88,65,2012-03-09T00:46:41Z,Vatican
218,3d64b553573dd37a54051ef39bfc6406,755971d22a41f2b0cdfada68a5683ec7,691,88,65,2012-03-09T00:46:41Z,Pope
219,3d64b553573dd37a54051ef39bfc6406,755971d22a41f2b0cdfada68a5683ec7,691,88,65,2012-03-09T00:46:41Z,Hacktivists
220,3d64b553573dd37a54051ef39bfc6406,755971d22a41f2b0cdfada68a5683ec7,691,88,65,2012-03-09T00:46:41Z,Hackers
221,3d64b553573dd37a54051ef39bfc6406,755971d22a41f2b0cdfada68a5683ec7,691,88,65,2012-03-09T00:46:41Z,Hacking
222,3d64b553573dd37a54051ef39bfc6406,755971d22a41f2b0cdfada68a5683ec7,691,88,65,2012-03-09T00:46:41Z,Catholic
223,3d64b553573dd37a54051ef39bfc6406,755971d22a41f2b0cdfada68a5683ec7,691,88,65,2012-03-09T00:46:41Z,Church
224,2e43e57fe52537b7760083f18d849dd6,40dcf65c8b8d4efa824a27228b11cad2,698,121,0,2012-03-11T09:55:35Z,Svensk
225,2e43e57fe52537b7760083f18d849dd6,40dcf65c8b8d4efa824a27228b11cad2,698,121,0,2012-03-11T09:55:35Z,Stolthet
226,2e43e57fe52537b7760083f18d849dd6,40dcf65c8b8d4efa824a27228b11cad2,698,121,0,2012-03-11T09:55:35Z,Swedish
227,2e43e57fe52537b7760083f18d849dd6,40dcf65c8b8d4efa824a27228b11cad2,698,121,0,2012-03-11T09:55:35Z,Pride
