friends_id,friends_member_id,friends_friend_id,friends_approved,friends_added
63,17,35,TRUE,1317595894
64,8,37,TRUE,1317597278
65,37,8,TRUE,1317597278
66,8,3,TRUE,1317601714
67,3,8,TRUE,1317601719
68,35,48,FALSE,1317743893
1155,72,315,TRUE,1343926809
1154,315,72,TRUE,1343926809
71,16,49,TRUE,1318029054
72,49,16,TRUE,1318029054
80,17,37,TRUE,1318145871
81,37,17,TRUE,1318145871
82,35,54,FALSE,1318510126
83,35,3,TRUE,1318514818
84,3,35,TRUE,1318514818
1710,1772,1,TRUE,1352548778
88,3,14,TRUE,1319333465
89,14,3,TRUE,1319333469
90,2,49,TRUE,1319433631
91,49,2,TRUE,1319433631
92,35,1,TRUE,1319527502
93,1,35,TRUE,1319527502
2795,958,100,TRUE,1381842792
234,16,2,TRUE,1327802375
2794,100,958,TRUE,1381842791
233,2,16,TRUE,1327802374
98,61,35,TRUE,1319670803
99,35,61,TRUE,1319670803
751,22,204,TRUE,1338228460
752,204,22,TRUE,1338228460
102,61,8,TRUE,1319676715
103,8,61,TRUE,1319676715
104,61,17,TRUE,1319676733
105,17,61,TRUE,1319676733
1290,329,353,TRUE,1345222238
1289,353,329,TRUE,1345222238
108,61,5,TRUE,1319687644
109,5,61,TRUE,1319687644
110,61,62,TRUE,1319723783
111,62,61,TRUE,1319723783
112,16,7,TRUE,1319762973
113,7,16,TRUE,1319762974
114,3,7,TRUE,1319934647
115,7,3,TRUE,1319934648
116,35,62,TRUE,1319935929
117,62,35,TRUE,1319935929
118,61,13,TRUE,1320113420
119,13,61,TRUE,1320113420
120,3,1,TRUE,1320155757
121,1,3,TRUE,1320155757
122,61,68,TRUE,1320356883
123,68,61,TRUE,1320356883
124,68,2,TRUE,1320377255
125,2,68,TRUE,1320377255
126,8,23,FALSE,1320398919
127,68,14,TRUE,1320438568
128,14,68,TRUE,1320438568
129,3,37,TRUE,1320703449
130,37,3,TRUE,1320703452
131,3,17,TRUE,1320703545
132,17,3,TRUE,1320703545
133,13,22,FALSE,1320927187
134,14,9,FALSE,1320968204
135,68,49,TRUE,1321064025
136,49,68,TRUE,1321064025
137,68,35,TRUE,1321065927
138,35,68,TRUE,1321065927
139,8,29,TRUE,1321148338
140,29,8,TRUE,1321148338
141,8,62,TRUE,1321148429
142,62,8,TRUE,1321148429
143,19,11,TRUE,1321555680
144,11,19,TRUE,1321555680
145,68,7,TRUE,1321822825
146,7,68,TRUE,1321822825
1705,960,319,FALSE,1352314046
1706,960,317,TRUE,1352326380
149,40,84,TRUE,1323125766
150,84,40,TRUE,1323125766
1704,861,2,TRUE,1352242736
1712,1772,158,TRUE,1352548888
1703,2,861,TRUE,1352242736
1707,317,960,TRUE,1352326380
156,8,49,TRUE,1324170807
157,49,8,TRUE,1324170807
158,84,54,FALSE,1324459194
160,16,67,FALSE,1324598403
161,13,91,TRUE,1324674500
162,91,13,TRUE,1324674500
163,84,64,TRUE,1324952558
164,64,84,TRUE,1324952558
165,40,49,TRUE,1325506732
166,49,40,TRUE,1325506732
167,100,101,TRUE,1325772684
168,101,100,TRUE,1325772684
169,40,16,TRUE,1325877002
170,16,40,TRUE,1325877002
171,35,16,TRUE,1326086498
172,16,35,TRUE,1326086498
173,2,13,TRUE,1326105083
174,13,2,TRUE,1326105083
175,13,1,TRUE,1326107386
176,1,13,TRUE,1326107386
177,14,16,TRUE,1326302204
178,16,14,TRUE,1326302204
179,10,89,FALSE,1326494793
1833,2075,188,TRUE,1354146865
1834,188,2075,TRUE,1354146865
182,10,3,TRUE,1326881357
183,3,10,TRUE,1326881357
184,10,54,FALSE,1326881692
887,288,49,TRUE,1340557512
888,49,288,TRUE,1340557512
189,114,7,TRUE,1327084419
190,7,114,TRUE,1327084419
191,72,9,FALSE,1327174214
192,56,7,TRUE,1327182794
193,7,56,TRUE,1327182794
194,3,100,TRUE,1327207311
195,100,3,TRUE,1327207311
196,35,108,TRUE,1327235354
197,108,35,TRUE,1327235354
2554,6149,353,TRUE,1373282140
2553,353,6149,TRUE,1373282140
2132,960,288,TRUE,1360636216
2133,288,960,TRUE,1360636220
202,108,2,TRUE,1327440165
203,2,108,TRUE,1327440166
204,108,11,TRUE,1327440187
205,11,108,TRUE,1327440187
206,86,54,FALSE,1327445564
983,108,246,FALSE,1341344692
984,298,84,TRUE,1341362537
209,108,114,TRUE,1327459279
210,114,108,TRUE,1327459280
211,54,100,TRUE,1327496686
212,100,54,TRUE,1327496686
213,2,3,TRUE,1327541811
214,3,2,TRUE,1327541811
215,11,100,TRUE,1327591966
216,100,11,TRUE,1327591966
219,10,100,TRUE,1327664913
220,100,10,TRUE,1327664913
221,10,108,TRUE,1327665937
222,108,10,TRUE,1327665937
223,10,114,TRUE,1327666173
224,114,10,TRUE,1327666173
225,22,13,TRUE,1327711227
226,2,4,TRUE,1327725978
227,4,2,TRUE,1327725978
228,72,11,TRUE,1327768202
229,11,72,TRUE,1327768204
230,72,44,TRUE,1327769400
231,44,72,TRUE,1327769400
237,129,84,TRUE,1328125128
238,84,129,TRUE,1328125128
240,29,108,TRUE,1328154969
241,61,108,TRUE,1328164544
242,108,61,TRUE,1328164544
243,108,16,TRUE,1328216400
244,16,108,TRUE,1328216400
245,133,62,TRUE,1328223688
246,62,133,TRUE,1328223689
247,133,40,TRUE,1328224530
248,40,133,TRUE,1328224530
249,14,130,TRUE,1328267284
250,130,14,TRUE,1328267284
251,132,53,TRUE,1328268989
252,53,132,TRUE,1328268989
253,132,129,TRUE,1328274305
254,129,132,TRUE,1328274305
255,132,25,TRUE,1328286053
256,25,132,TRUE,1328286054
310,142,35,TRUE,1328673199
311,35,142,TRUE,1328673199
308,2,130,TRUE,1328639113
309,130,2,TRUE,1328639113
263,133,11,TRUE,1328302109
264,11,133,TRUE,1328302109
265,133,108,TRUE,1328302203
266,108,133,TRUE,1328302203
267,35,13,TRUE,1328315418
268,13,35,TRUE,1328315418
269,72,16,TRUE,1328375464
270,16,72,TRUE,1328375464
271,129,16,TRUE,1328376036
272,16,129,TRUE,1328376036
273,108,44,TRUE,1328388424
274,44,108,TRUE,1328388424
275,22,108,TRUE,1328393115
276,108,22,TRUE,1328393115
277,22,2,TRUE,1328393129
278,2,22,TRUE,1328393129
279,139,7,TRUE,1328393926
280,7,139,TRUE,1328393926
281,134,40,TRUE,1328394500
282,40,134,TRUE,1328394500
283,134,125,TRUE,1328394505
284,125,134,TRUE,1328394505
285,134,140,TRUE,1328404679
286,140,134,TRUE,1328404679
287,10,35,TRUE,1328425084
288,35,10,TRUE,1328425084
289,125,139,TRUE,1328430017
290,139,125,TRUE,1328430017
291,10,49,TRUE,1328438032
292,49,10,TRUE,1328438037
293,125,140,TRUE,1328470219
294,140,125,TRUE,1328470219
295,125,53,TRUE,1328470246
296,53,125,TRUE,1328470246
297,125,1,TRUE,1328470256
298,1,125,TRUE,1328470256
299,125,49,TRUE,1328476079
300,49,125,TRUE,1328476079
303,84,108,TRUE,1328478373
304,108,84,TRUE,1328478373
305,108,130,TRUE,1328479548
306,130,108,TRUE,1328479548
307,67,16,TRUE,1328498619
312,142,8,TRUE,1328673232
313,8,142,TRUE,1328673232
314,142,140,TRUE,1328673311
315,140,142,TRUE,1328673311
316,143,22,FALSE,1328731753
317,68,132,TRUE,1328732838
318,132,68,TRUE,1328732838
319,143,44,TRUE,1328741192
320,44,143,TRUE,1328741192
321,22,143,TRUE,1328741198
322,142,91,TRUE,1328762899
323,91,142,TRUE,1328762899
324,10,143,TRUE,1328775442
325,140,144,TRUE,1328908540
326,144,140,TRUE,1328908540
777,198,10,TRUE,1339197057
776,10,198,TRUE,1339197057
1014,132,16,TRUE,1341877424
1015,16,132,TRUE,1341877424
331,14,17,TRUE,1329057256
332,17,14,TRUE,1329057256
333,152,146,TRUE,1329193187
334,146,152,TRUE,1329193187
335,44,152,TRUE,1329195553
336,152,44,TRUE,1329195553
758,44,146,TRUE,1338263404
757,146,44,TRUE,1338263404
339,108,85,TRUE,1329337333
340,85,108,TRUE,1329337333
341,13,100,TRUE,1329399577
342,100,13,TRUE,1329399577
343,35,150,TRUE,1329403662
344,150,35,TRUE,1329403662
345,101,13,TRUE,1329420856
346,13,101,TRUE,1329420856
347,108,146,TRUE,1329440527
348,146,108,TRUE,1329440527
349,108,152,TRUE,1329500661
350,152,108,TRUE,1329500661
351,108,100,TRUE,1329500702
352,100,108,TRUE,1329500702
353,108,143,TRUE,1329516145
354,142,49,TRUE,1329516492
355,49,142,TRUE,1329516492
356,108,142,TRUE,1329566813
357,142,108,TRUE,1329566813
358,108,17,TRUE,1329575665
359,17,108,TRUE,1329575665
360,72,143,TRUE,1329604014
780,72,261,TRUE,1339316089
781,261,72,TRUE,1339316091
363,44,140,TRUE,1329614301
364,140,44,TRUE,1329614301
365,72,157,TRUE,1329735160
366,157,72,TRUE,1329735160
367,100,1,TRUE,1329743439
368,1,100,TRUE,1329743439
369,108,72,TRUE,1329760821
370,72,108,TRUE,1329760821
371,140,158,TRUE,1329777041
372,158,140,TRUE,1329777041
373,8,108,TRUE,1329788489
374,108,8,TRUE,1329788489
375,158,108,TRUE,1329795482
376,108,158,TRUE,1329795482
377,142,158,TRUE,1329797626
378,158,142,TRUE,1329797627
379,140,159,TRUE,1329877294
380,159,140,TRUE,1329877294
1517,960,287,TRUE,1349019341
1518,287,960,TRUE,1349019341
383,35,49,TRUE,1329943830
384,49,35,TRUE,1329943830
385,22,35,TRUE,1329947676
386,35,22,TRUE,1329947676
387,142,159,TRUE,1329975237
388,159,142,TRUE,1329975237
389,72,13,TRUE,1330086777
390,13,72,TRUE,1330086777
391,152,151,TRUE,1330135599
392,151,152,TRUE,1330135599
393,140,161,TRUE,1330138880
394,161,140,TRUE,1330138880
395,72,53,TRUE,1330149973
396,53,72,TRUE,1330149973
397,35,152,TRUE,1330152394
398,152,35,TRUE,1330152394
399,35,146,TRUE,1330153014
400,146,35,TRUE,1330153014
401,35,23,FALSE,1330153272
1567,49,164,TRUE,1349665602
1566,164,49,TRUE,1349665602
1644,857,279,TRUE,1350512749
1643,279,857,TRUE,1350512749
406,164,9,FALSE,1330279103
1565,37,164,TRUE,1349645849
1564,164,37,TRUE,1349645849
412,158,35,TRUE,1330340272
411,35,158,TRUE,1330340272
413,54,161,TRUE,1330399991
414,161,54,TRUE,1330399992
1680,353,188,TRUE,1351806677
1679,861,281,TRUE,1351649687
445,35,140,TRUE,1331598581
418,143,10,TRUE,1331172760
419,143,72,TRUE,1331172761
420,143,108,TRUE,1331172763
421,13,167,TRUE,1331229523
422,167,13,TRUE,1331229523
423,35,100,TRUE,1331237244
424,100,35,TRUE,1331237244
425,142,100,TRUE,1331238148
426,100,142,TRUE,1331238148
427,44,130,TRUE,1331272452
428,130,44,TRUE,1331272452
429,167,161,TRUE,1331290193
430,161,167,TRUE,1331290193
431,167,91,TRUE,1331290204
432,91,167,TRUE,1331290204
1561,861,164,TRUE,1349645794
1560,164,861,TRUE,1349645793
435,152,91,TRUE,1331332188
436,91,152,TRUE,1331332188
437,114,175,TRUE,1331408283
438,175,114,TRUE,1331408283
1581,56,960,TRUE,1349756073
1580,960,56,TRUE,1349756073
441,67,161,TRUE,1331494697
442,161,67,TRUE,1331494697
446,140,35,TRUE,1331598581
447,14,175,TRUE,1331629460
448,175,14,TRUE,1331629460
452,91,146,TRUE,1331784292
451,146,91,TRUE,1331784292
453,101,16,TRUE,1331818123
454,16,101,TRUE,1331818123
1682,960,1368,TRUE,1351827622
1681,188,353,TRUE,1351806677
457,161,49,TRUE,1331953778
458,49,161,TRUE,1331953778
1698,72,1608,TRUE,1352112587
1697,1608,298,TRUE,1352108908
1660,1109,1270,TRUE,1351177320
1659,14,67,FALSE,1351127870
463,164,67,FALSE,1332035683
464,67,164,TRUE,1332035697
1583,37,960,TRUE,1349759045
1582,960,37,TRUE,1349759045
467,35,161,TRUE,1332204519
468,161,35,TRUE,1332204519
1654,188,315,TRUE,1350806033
1653,315,188,TRUE,1350806033
471,158,173,TRUE,1332282525
472,173,158,TRUE,1332282525
473,130,112,TRUE,1332352648
474,112,130,TRUE,1332352649
475,158,72,TRUE,1332404924
476,72,158,TRUE,1332404924
1571,161,164,TRUE,1349665630
1570,164,161,TRUE,1349665630
1563,2,164,TRUE,1349645817
1562,164,2,TRUE,1349645816
481,67,183,TRUE,1332656705
482,183,67,TRUE,1332656705
483,84,184,TRUE,1332693347
484,184,84,TRUE,1332693347
1692,960,293,TRUE,1352095689
1691,1558,960,TRUE,1351997765
487,132,188,TRUE,1332710375
488,188,132,TRUE,1332710375
1694,293,72,TRUE,1352099024
1693,293,960,TRUE,1352095689
493,84,191,TRUE,1332812112
494,191,84,TRUE,1332812112
1648,158,279,TRUE,1350590677
1647,279,158,TRUE,1350590677
1668,1074,23,FALSE,1351471188
1667,1270,958,TRUE,1351465396
501,13,191,TRUE,1332951897
502,191,13,TRUE,1332951897
503,101,191,TRUE,1332951951
504,191,101,TRUE,1332951951
505,197,49,TRUE,1332963807
506,49,197,TRUE,1332963807
1835,2075,7,TRUE,1354147214
508,197,100,TRUE,1332973017
509,100,197,TRUE,1332973017
512,101,35,TRUE,1333022161
513,35,101,TRUE,1333022161
514,13,7,TRUE,1333022718
515,7,13,TRUE,1333022718
516,197,108,TRUE,1333023655
517,108,197,TRUE,1333023655
518,197,9,FALSE,1333023829
598,13,197,TRUE,1333857997
597,197,13,TRUE,1333857997
521,197,84,TRUE,1333028313
522,84,197,TRUE,1333028313
523,197,130,TRUE,1333029991
524,130,197,TRUE,1333029991
1700,65,960,TRUE,1352130472
1699,1608,72,TRUE,1352112587
527,35,198,TRUE,1333129829
528,198,35,TRUE,1333129829
610,139,197,TRUE,1333967356
609,197,139,TRUE,1333967356
531,132,1,TRUE,1333139604
532,1,132,TRUE,1333139604
533,197,161,TRUE,1333145827
534,161,197,TRUE,1333145827
535,198,16,TRUE,1333178902
536,16,198,TRUE,1333178903
537,198,108,TRUE,1333178935
538,108,198,TRUE,1333178935
539,198,130,TRUE,1333178963
540,130,198,TRUE,1333178963
541,198,84,TRUE,1333179071
542,84,198,TRUE,1333179071
543,197,134,TRUE,1333192336
544,134,197,TRUE,1333192336
545,197,61,TRUE,1333231436
546,61,197,TRUE,1333231436
549,197,10,FALSE,1333243287
550,197,101,TRUE,1333278905
551,101,197,TRUE,1333278905
1688,960,50,TRUE,1351996099
1685,204,353,TRUE,1351861485
1650,353,23,FALSE,1350705033
1649,960,1109,FALSE,1350684059
556,158,197,TRUE,1333321231
557,197,158,TRUE,1333321231
558,158,54,FALSE,1333325662
1836,7,2075,TRUE,1354147214
560,13,161,TRUE,1333385292
561,161,13,TRUE,1333385292
593,197,3,TRUE,1333857921
594,3,197,TRUE,1333857923
564,198,53,TRUE,1333459439
565,53,198,TRUE,1333459439
566,198,67,FALSE,1333459527
567,198,100,TRUE,1333459614
568,100,198,TRUE,1333459614
569,198,146,TRUE,1333466608
570,146,198,TRUE,1333466608
591,139,188,TRUE,1333825835
592,188,139,TRUE,1333825835
573,198,9,FALSE,1333507242
1663,1122,861,TRUE,1351216157
1666,958,1270,TRUE,1351465396
576,198,158,TRUE,1333507303
577,158,198,TRUE,1333507303
578,7,28,TRUE,1333669228
579,28,7,TRUE,1333669228
580,2,139,TRUE,1333720458
581,139,2,TRUE,1333720458
582,139,67,FALSE,1333727885
583,139,16,TRUE,1333727907
584,16,139,TRUE,1333727907
585,139,40,TRUE,1333727979
586,40,139,TRUE,1333727988
587,139,132,TRUE,1333728054
588,132,139,TRUE,1333728055
589,139,3,TRUE,1333729830
590,3,139,TRUE,1333729830
595,197,35,TRUE,1333857934
596,35,197,TRUE,1333857934
1696,298,1608,TRUE,1352108908
1695,72,293,TRUE,1352099024
601,197,142,TRUE,1333945570
602,142,197,TRUE,1333945570
603,205,161,TRUE,1333946417
604,161,205,TRUE,1333946418
1585,7,164,TRUE,1349772472
1584,164,7,TRUE,1349772472
1624,1104,132,TRUE,1350298104
1605,353,1066,TRUE,1350159024
611,72,205,TRUE,1334052071
612,205,72,TRUE,1334052071
615,142,2,TRUE,1334088972
616,2,142,TRUE,1334088972
617,198,2,TRUE,1334116064
618,2,198,TRUE,1334116065
619,61,84,TRUE,1334206585
620,84,61,TRUE,1334206585
621,197,144,FALSE,1334207311
622,67,206,TRUE,1334262893
623,206,67,TRUE,1334262893
1386,660,663,TRUE,1346723282
1387,663,660,TRUE,1346723282
626,61,29,TRUE,1334285714
627,29,61,TRUE,1334285715
628,35,157,TRUE,1334412944
629,157,35,TRUE,1334412944
630,132,207,TRUE,1334426837
631,207,132,TRUE,1334426837
1676,298,372,TRUE,1351605764
634,139,207,TRUE,1334431743
635,207,139,TRUE,1334431743
1559,68,368,TRUE,1349609617
1558,368,68,TRUE,1349609617
638,146,204,TRUE,1334471029
639,204,146,TRUE,1334471029
1684,353,204,TRUE,1351861485
1683,1368,960,TRUE,1351827623
1604,361,353,TRUE,1350139669
1619,279,266,TRUE,1350263946
644,2,143,TRUE,1334626231
645,143,2,TRUE,1334626231
646,108,161,TRUE,1334630471
647,161,108,TRUE,1334630472
1636,878,13,TRUE,1350392997
1635,13,878,TRUE,1350392997
1575,108,164,TRUE,1349667317
1574,164,108,TRUE,1349667317
1658,333,10,TRUE,1351109143
1657,10,333,TRUE,1351109143
1577,317,164,TRUE,1349746457
1576,164,317,TRUE,1349746457
1630,16,13,TRUE,1350304032
1629,13,16,TRUE,1350304032
662,146,173,TRUE,1334767668
663,173,146,TRUE,1334767668
664,72,100,TRUE,1334971493
665,100,72,TRUE,1334971493
666,125,205,TRUE,1335038435
667,205,125,TRUE,1335038435
670,167,67,FALSE,1335209989
1646,1122,368,TRUE,1350535244
1645,368,1122,TRUE,1350535244
682,164,23,FALSE,1335284942
1687,293,188,TRUE,1351913368
688,125,91,TRUE,1335470400
689,91,125,TRUE,1335470401
690,13,130,TRUE,1335540094
691,130,13,TRUE,1335540094
692,206,161,TRUE,1335540658
693,161,206,TRUE,1335540658
1603,353,361,TRUE,1350139669
1618,279,67,FALSE,1350255245
1632,188,14,TRUE,1350327905
1631,14,188,TRUE,1350327905
699,108,230,TRUE,1336080241
700,230,108,TRUE,1336080241
701,158,230,TRUE,1336163760
702,230,158,TRUE,1336163760
1891,283,2205,TRUE,1355443844
1892,2205,283,TRUE,1355443844
705,230,114,TRUE,1336174068
706,114,230,TRUE,1336174068
707,10,22,FALSE,1336278076
1016,132,204,TRUE,1341877450
1017,204,132,TRUE,1341877450
710,72,161,TRUE,1336585430
711,161,72,TRUE,1336585430
712,84,48,FALSE,1336589863
1568,164,8,TRUE,1349665608
1569,8,164,TRUE,1349665608
717,48,84,TRUE,1336606122
1686,188,293,TRUE,1351913368
721,161,130,TRUE,1336855603
722,130,161,TRUE,1336855603
723,22,100,TRUE,1336859062
724,100,22,TRUE,1336859062
1711,1,1772,TRUE,1352548778
726,4,240,FALSE,1337237046
727,240,4,TRUE,1337237910
728,8,161,TRUE,1337460667
729,161,8,TRUE,1337460667
730,158,161,TRUE,1337465026
731,161,158,TRUE,1337465026
1602,50,353,TRUE,1350139559
1620,266,279,TRUE,1350263946
1616,1074,279,TRUE,1350253621
1601,353,50,TRUE,1350139559
738,84,131,FALSE,1337744797
1579,37,861,TRUE,1349747603
1578,861,37,TRUE,1349747603
745,3,16,TRUE,1337891505
746,16,3,TRUE,1337891505
747,37,35,TRUE,1337919135
748,35,37,TRUE,1337919135
1669,353,358,TRUE,1351523020
1670,358,353,TRUE,1351523020
753,22,3,TRUE,1338228487
754,3,22,TRUE,1338228487
755,206,130,TRUE,1338257824
756,130,206,TRUE,1338257824
759,84,114,TRUE,1338757248
760,114,84,TRUE,1338757248
761,125,261,TRUE,1338793990
762,261,125,TRUE,1338793990
813,265,62,TRUE,1339930404
764,72,91,TRUE,1338803418
765,91,72,TRUE,1338803418
766,35,91,TRUE,1338811053
767,91,35,TRUE,1338811053
768,246,161,TRUE,1338862802
769,161,246,TRUE,1338862802
774,10,68,TRUE,1339030482
775,68,10,TRUE,1339030482
778,8,130,TRUE,1339231920
779,130,8,TRUE,1339231920
847,267,65,FALSE,1340321003
1617,67,279,TRUE,1350254465
784,265,240,FALSE,1339452412
785,10,265,TRUE,1339454094
786,265,10,TRUE,1339454094
787,265,35,TRUE,1339454521
788,35,265,TRUE,1339454521
789,265,49,TRUE,1339454648
790,49,265,TRUE,1339454648
1637,125,266,TRUE,1350410812
1638,266,125,TRUE,1350410812
793,10,4,TRUE,1339465256
794,4,10,TRUE,1339465256
795,68,204,TRUE,1339527934
796,204,68,TRUE,1339527934
799,246,16,TRUE,1339603563
800,16,246,TRUE,1339603563
801,129,130,TRUE,1339621365
802,130,129,TRUE,1339621365
1217,348,353,TRUE,1344385257
1216,353,348,TRUE,1344385257
1366,495,329,TRUE,1346197141
849,267,279,FALSE,1340374442
809,72,49,TRUE,1339907151
810,49,72,TRUE,1339907151
814,62,265,TRUE,1339930404
815,84,271,TRUE,1339945932
816,271,84,TRUE,1339945933
817,114,271,TRUE,1339948031
818,271,114,TRUE,1339948032
819,10,204,TRUE,1339971705
820,204,10,TRUE,1339971705
821,72,267,TRUE,1340028084
822,267,72,TRUE,1340028084
823,10,101,TRUE,1340051034
824,101,10,TRUE,1340051034
825,84,8,TRUE,1340063014
826,8,84,TRUE,1340063014
827,236,16,TRUE,1340082822
828,16,236,TRUE,1340082822
1837,288,2075,TRUE,1354225476
1838,2075,288,TRUE,1354225476
831,267,158,TRUE,1340201258
832,158,267,TRUE,1340201258
833,72,263,TRUE,1340209312
834,263,72,TRUE,1340209312
1373,368,133,TRUE,1346308035
1374,72,563,TRUE,1346340060
839,10,130,TRUE,1340240896
840,130,10,TRUE,1340240896
975,298,72,TRUE,1341208485
976,72,298,TRUE,1341208485
1365,495,353,TRUE,1346193052
1324,293,140,TRUE,1345455598
1323,279,9,TRUE,1345451100
854,279,16,TRUE,1340386472
855,16,279,TRUE,1340386472
1362,198,255,TRUE,1346189855
1361,298,353,TRUE,1346188655
1372,133,368,TRUE,1346308035
1626,265,164,TRUE,1350298686
860,10,274,TRUE,1340389306
861,274,10,TRUE,1340389306
884,158,125,TRUE,1340526143
883,125,158,TRUE,1340526143
864,16,281,TRUE,1340403401
865,281,16,TRUE,1340403401
4172,9174,7962,TRUE,1423679572
4173,7962,9174,TRUE,1423679572
974,130,279,TRUE,1341199255
973,279,130,TRUE,1341199255
1615,279,1074,TRUE,1350253621
1600,67,317,TRUE,1350097699
874,281,161,TRUE,1340494940
875,161,281,TRUE,1340494940
876,281,67,FALSE,1340494946
877,279,287,TRUE,1340502130
878,287,279,TRUE,1340502130
881,279,255,TRUE,1340508201
882,255,279,TRUE,1340508201
889,279,246,FALSE,1340567250
890,246,279,TRUE,1340567250
891,236,91,TRUE,1340619058
892,91,236,TRUE,1340619058
893,236,7,TRUE,1340619143
894,7,236,TRUE,1340619143
1520,960,84,TRUE,1349023362
1341,182,353,TRUE,1345687109
918,227,283,TRUE,1340892067
917,283,227,TRUE,1340892067
1380,133,198,TRUE,1346359450
1379,198,133,TRUE,1346359450
901,288,84,TRUE,1340665523
902,84,288,TRUE,1340665523
1364,353,495,TRUE,1346193052
1363,255,198,TRUE,1346189855
905,44,204,TRUE,1340686064
906,204,44,TRUE,1340686064
907,271,129,TRUE,1340700948
908,129,271,TRUE,1340700948
1642,281,164,TRUE,1350455777
1641,164,281,TRUE,1350455777
1599,130,37,TRUE,1350095052
1369,283,353,TRUE,1346269369
913,14,287,TRUE,1340726610
914,287,14,TRUE,1340726610
915,279,49,TRUE,1340758120
916,49,279,TRUE,1340758120
920,125,72,TRUE,1340926685
921,72,125,TRUE,1340926685
922,8,72,TRUE,1340933663
923,72,8,TRUE,1340933663
1614,335,67,TRUE,1350251757
1598,37,130,TRUE,1350095052
1360,353,298,TRUE,1346188655
1359,138,125,TRUE,1346174372
930,288,7,TRUE,1341006609
931,7,288,TRUE,1341006609
932,84,296,TRUE,1341029409
933,296,84,TRUE,1341029409
1338,2,342,TRUE,1345684154
1337,342,2,TRUE,1345684154
1335,72,422,TRUE,1345653016
937,8,293,TRUE,1341086724
938,293,8,TRUE,1341086724
2065,2099,1109,TRUE,1357854132
2064,1109,2099,TRUE,1357854132
1334,91,279,TRUE,1345641870
1333,279,91,TRUE,1345641870
943,298,287,TRUE,1341124251
944,287,298,TRUE,1341124251
945,271,296,TRUE,1341132513
946,296,271,TRUE,1341132513
1611,279,945,TRUE,1350248816
1597,1066,125,TRUE,1350076087
949,299,158,TRUE,1341137858
950,158,299,TRUE,1341137858
953,288,299,TRUE,1341139522
954,299,288,TRUE,1341139522
955,299,72,TRUE,1341148781
956,72,299,TRUE,1341148781
957,234,9,FALSE,1341159950
1326,353,146,TRUE,1345481847
1325,140,293,TRUE,1345455598
1354,342,329,TRUE,1346024882
1353,298,279,FALSE,1345930167
962,283,54,TRUE,1341167297
963,54,283,TRUE,1341167297
964,279,108,TRUE,1341177720
965,108,279,TRUE,1341177720
966,298,288,TRUE,1341182632
967,288,298,TRUE,1341182632
968,298,7,TRUE,1341182640
969,7,298,TRUE,1341182640
1336,422,72,TRUE,1345653016
981,108,299,TRUE,1341298543
982,299,108,TRUE,1341298544
985,84,298,TRUE,1341362538
986,298,108,TRUE,1341362597
987,108,298,TRUE,1341362597
988,279,72,TRUE,1341397899
989,72,279,TRUE,1341397899
990,298,146,TRUE,1341467556
991,146,298,TRUE,1341467556
992,84,206,TRUE,1341477143
993,206,84,TRUE,1341477143
1903,2099,2075,TRUE,1355693872
1904,2075,2099,TRUE,1355693873
996,279,4,TRUE,1341486329
997,4,279,TRUE,1341486329
1002,108,64,TRUE,1341623376
1003,64,108,TRUE,1341623376
1004,72,274,TRUE,1341638557
1005,274,72,TRUE,1341638557
1006,108,293,TRUE,1341705110
