id,topics,posts,last_post,last_poster_id,last_poster_name,position,use_ibc,use_html,last_title,last_id,sort_order,prune,topicfilter,show_rules,allow_poll,allow_pollbump,inc_postcount,skin_id,parent_id,notify_modq_emails,sub_can_post,permission_showtopic,forum_allow_rating,forum_last_deletion,newest_title,newest_id,can_view_others,name_seo,seo_last_title,seo_last_name,last_x_topic_ids,forums_bitoptions,disable_sharelinks,deleted_topics,viglink,qa_rate_questions,qa_rate_answers,icon
34,107,695,2017-11-09T16:02:51Z,9792,Schwarzesonne,3,TRUE,FALSE,Germany's Hitler (1934) - Official biography by Heinz A. Heinz,8475,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,169,0,TRUE,FALSE,FALSE,1445583562,The Education Of An Evil Genius - Gerhard Lauck,6086,TRUE,external-materials-archive,germanys-hitler-1934-official-biography-by-heinz-a-heinz,schwarzesonne,"a:5:{i:6086;s:10:""1455656837"";i:6084;s:10:""1455649752"";i:6069;s:10:""1455439882"";i:5956;s:10:""1452815419"";i:5694;s:10:""1445809190"";}",0,FALSE,FALSE,FALSE,*,*,
35,17,466,2017-11-16T21:25:57Z,14255,King_Adramelech,4,TRUE,FALSE,Fash Course Presents THE CELL,8453,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,169,0,TRUE,FALSE,FALSE,1445583562,A Squire&#39;s Trial,5492,TRUE,members-material-archive,fash-course-presents-the-cell,king_adramelech,"a:5:{i:5492;s:10:""1442148836"";i:4898;s:10:""1425260674"";i:5007;s:10:""1424368722"";i:4100;s:10:""1403429259"";i:4094;s:10:""1403086309"";}",0,FALSE,FALSE,FALSE,*,*,
36,19,483,2017-07-23T02:52:35Z,14710,Air Marshal,3,TRUE,FALSE,Japanese National Socialism,7763,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,17,0,TRUE,FALSE,FALSE,1433002769,Based Heroic Bulgarian Man Single handedly Arrests Dozens of Rapefugees,6094,TRUE,fascism-by-region-country,japanese-national-socialism,air-marshal,"a:5:{i:6094;s:10:""1455816752"";i:4983;s:10:""1427358389"";i:4977;s:10:""1427281742"";i:3934;s:10:""1399752595"";i:3700;s:10:""1393951299"";}",0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/fraternity.png.170249a7b750dfce6a09b260b060e6f2.png
37,9,143,2017-11-20T13:50:31Z,9864,Vozhd,13,TRUE,FALSE,Hanging out with the Italian Neo-Fascists who idolize Ezra Pound,8481,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1454496619,"Palermo, Sicily: Nigerian invaders harass kids, angry mob sets their house on fire",6152,TRUE,italia,hanging-out-with-the-italian-neo-fascists-who-idolize-ezra-pound,vozhd,"a:5:{i:6152;s:10:""1457189029"";i:6027;s:10:""1454495473"";i:5565;s:10:""1443059552"";i:4956;s:10:""1426777630"";i:386;s:10:""1324030965"";}",0,FALSE,FALSE,TRUE,*,*,
38,55,1060,2017-11-18T01:17:39Z,9668,MOONLORD,20,TRUE,FALSE,Scottish Nationalist Society (SNS),8509,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1448039115,United Kingdom Event - LEGION Martial Arts Event March 18-20,6147,TRUE,united-kingdom,scottish-nationalist-society-sns,moonlord,"a:5:{i:6147;s:10:""1457018283"";i:6018;s:10:""1454386543"";i:5798;s:10:""1448025182"";i:5184;s:10:""1432157811"";i:5097;s:10:""1430314691"";}",0,FALSE,FALSE,TRUE,*,*,
39,25,218,2017-11-17T12:09:35Z,9792,Schwarzesonne,8,TRUE,FALSE,The IRA-Nazi Alliance 1937-1944,7671,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1432394033,New Irish Nationalist Party &#39;The Celtic People&#39;s Party of Ireland&#39;,5504,TRUE,éire,the-ira-nazi-alliance-1937-1944,schwarzesonne,"a:5:{i:5504;s:10:""1442336235"";i:5198;s:10:""1432392102"";i:4538;s:10:""1418067862"";i:4219;s:10:""1408226684"";i:2812;s:10:""1376735680"";}",0,FALSE,FALSE,TRUE,*,*,
40,15,112,2017-11-20T21:20:06Z,14376,antidemokrat,7,TRUE,FALSE,German Video Thread,8396,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,0,Attacks in East Germany Blamed on Far-Right Guerillas,6168,TRUE,deutschland-austria,german-video-thread,antidemokrat,"a:5:{i:6168;s:10:""1457452726"";i:6146;s:10:""1457006741"";i:5106;s:10:""1430607897"";i:4870;s:10:""1424483566"";i:2682;s:10:""1374599849"";}",0,FALSE,FALSE,FALSE,*,*,
125,0,0,,0,,3,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,73,0,TRUE,FALSE,FALSE,0,,0,TRUE,kalakukko-bunker,you-had-better-unfuck-yourself-im,se-pro-patria-dedit,,0,FALSE,FALSE,FALSE,*,*,
126,1,7,2017-06-20T12:16:56Z,9606,TGV,2,TRUE,FALSE,Reacție anti-LGBT?,7952,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,46,0,TRUE,FALSE,FALSE,0,,0,TRUE,mititei-bunker,reacție-anti-lgbt,tgv,,0,FALSE,FALSE,FALSE,*,*,
122,0,0,,0,,3,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,121,0,TRUE,FALSE,FALSE,0,,0,TRUE,herring-bunker,,,,0,FALSE,FALSE,FALSE,*,*,
123,2,4,2016-06-26T19:43:33Z,13075,Bombenhagel,2,TRUE,FALSE,Teksty formacyjne,6649,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,63,0,TRUE,FALSE,FALSE,0,,0,TRUE,cabbage-bunker,teksty-formacyjne,bombenhagel,,0,FALSE,FALSE,FALSE,*,*,
124,5,59,2016-10-03T23:51:31Z,1,Александр Славрос,3,TRUE,FALSE,Статьи ВК | Культура/История,6918,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,44,0,TRUE,FALSE,FALSE,0,Русские Магазины,5651,TRUE,borsh-bunker,статьи-вк-культураистория,александр-славрос,"a:1:{i:5651;s:10:""1444731478"";}",0,FALSE,FALSE,FALSE,*,*,
43,8,35,2017-08-28T13:49:27Z,14494,Folkwin,14,TRUE,FALSE,New kid on the block: De Haatpiet!,8275,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1457549998,Bibliotheek van Nederlandstalige Literatuur,5156,TRUE,nederland,new-kid-on-the-block-de-haatpiet,folkwin,"a:4:{i:5156;s:10:""1431548074"";i:681;s:10:""1331036258"";i:680;s:10:""1331032905"";i:512;s:10:""1327762965"";}",0,FALSE,FALSE,TRUE,*,*,
44,53,598,2017-07-23T09:50:56Z,1,Александр Славрос,16,TRUE,FALSE,ZOG in Russia,8101,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1427355140,"Refugees Go Clubbing In Russia, Harass Girls, Wake Up In Hospital The Next Morning",6032,TRUE,россы,zog-in-russia,александр-славрос,"a:5:{i:6032;s:10:""1454649856"";i:5720;s:10:""1446410995"";i:5684;s:10:""1445540935"";i:5675;s:10:""1445405502"";i:5650;s:10:""1444696896"";}",0,FALSE,FALSE,FALSE,,,
45,125,3478,2017-09-15T06:36:55Z,13780,Stahlrahm,21,TRUE,FALSE,The Black Legion - Revival,8098,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1448387415,Misanthropic Vinland,6075,TRUE,united-states-of-america,the-black-legion-revival,stahlrahm,"a:5:{i:6075;s:10:""1455555052"";i:6046;s:10:""1454964496"";i:6024;s:10:""1454466149"";i:5915;s:10:""1451385525"";i:5818;s:10:""1448387277"";}",0,FALSE,FALSE,TRUE,*,*,
46,7,49,2017-06-18T14:16:16Z,9606,TGV,17,TRUE,FALSE,Facem prezenta!,6784,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1328881003,24 Ianuarie,5975,TRUE,românia-moldova,facem-prezenta,tgv,"a:5:{i:5975;s:10:""1453328448"";i:5288;s:10:""1434547782"";i:5287;s:10:""1434547559"";i:5245;s:10:""1433492367"";i:947;s:10:""1336972317"";}",0,FALSE,FALSE,FALSE,*,*,
56,0,0,,0,,56,TRUE,FALSE,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,-1,,FALSE,TRUE,FALSE,0,,0,TRUE,concentration-camp,,,,0,FALSE,FALSE,FALSE,*,*,
60,141,9342,2017-11-18T22:13:59Z,13437,Trenhelm,6,TRUE,FALSE,romansoldier spergout playpen,8482,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,56,0,TRUE,FALSE,FALSE,1455663777,Curious about fascism.,6082,TRUE,the-showers,romansoldier-spergout-playpen,trenhelm,"a:5:{i:6082;s:10:""1455635401"";i:6065;s:10:""1455342728"";i:6002;s:10:""1453842175"";i:5918;s:10:""1451422486"";i:5894;s:10:""1450707430"";}",0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/showers.png.4f563fbb8060c9a41bcb6c920f855525.png
91,27,326,2017-08-28T17:42:47Z,13488,DDK,7,TRUE,FALSE,Ask A Hacker thread,7695,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1432815634,volknet,5886,TRUE,security,ask-a-hacker-thread,ddk,"a:5:{i:5886;s:10:""1450366287"";i:5474;s:10:""1441299908"";i:5460;s:10:""1441033667"";i:5369;s:10:""1437452223"";i:5349;s:10:""1436853939"";}",0,FALSE,FALSE,FALSE,*,*,
61,81,826,2017-11-19T06:31:26Z,13780,Rapenik,5,TRUE,FALSE,Signature,8460,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,TRUE,FALSE,FALSE,1450145506,Books of 2015-2016 Anniversary,5677,TRUE,tech-support,signature,rapenik,"a:5:{i:5677;s:10:""1445436612"";i:5348;s:10:""1436850589"";i:5203;s:10:""1432446321"";i:5175;s:10:""1432050734"";i:5171;s:10:""1431857786"";}",0,FALSE,FALSE,TRUE,*,*,
62,145,788,2017-11-12T16:35:37Z,14268,Deimos,2,TRUE,FALSE,Islam in Europe Israeli Documentary,5842,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,96,0,TRUE,FALSE,FALSE,1456592990,Crime without punishment - 17.3.2004 Pogrom,6211,TRUE,documentaries,islam-in-europe-israeli-documentary,deimos,"a:5:{i:6211;s:10:""1458241714"";i:6179;s:10:""1457548006"";i:6151;s:10:""1457142405"";i:6123;s:10:""1456498644"";i:6115;s:10:""1456265856"";}",0,FALSE,FALSE,FALSE,*,*,
63,13,250,2017-11-20T20:31:02Z,9478,Sinimusta,15,TRUE,FALSE,FALANGA - CENTRAL TOPIC,7840,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1427521025,"Oy Vey&#33;; Poles Around the Globe Rally Against Marxism, Jewish Media Terrified",6167,TRUE,polska,falanga-central-topic,sinimusta,"a:5:{i:6167;s:10:""1457452545"";i:6056;s:10:""1455107510"";i:5416;s:10:""1439279595"";i:4865;s:10:""1424372104"";i:2801;s:10:""1376425147"";}",0,FALSE,FALSE,TRUE,*,*,
64,36,1122,2017-09-17T18:50:38Z,14568,Killinger,8,TRUE,FALSE,Survival tips,148,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1457764923,The Myth of National Socialist Gun Control [1928-1945],5966,TRUE,militarism,survival-tips,killinger,"a:5:{i:5966;s:10:""1453099734"";i:5863;s:10:""1449704610"";i:5805;s:10:""1448115526"";i:5628;s:10:""1444087239"";i:5185;s:10:""1432171668"";}",0,FALSE,FALSE,TRUE,*,*,
65,123,4642,2017-11-09T04:31:06Z,13682,Ober,15,TRUE,FALSE,Iron March Religion Project: Christianity,7035,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1455297112,100% Bible-Only Christian Theocracy compatible with Fascism? Why? Why not?,5958,TRUE,religion,iron-march-religion-project-christianity,ober,"a:5:{i:5958;s:10:""1452839394"";i:5865;s:10:""1449727554"";i:5846;s:10:""1449114177"";i:5839;s:10:""1449001447"";i:5799;s:10:""1448031207"";}",0,FALSE,FALSE,FALSE,*,*,
107,50,448,2017-11-15T15:53:40Z,85,Blackshirt,107,TRUE,FALSE,SIEGE CULTURE THREAD,8139,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,96,0,TRUE,FALSE,FALSE,1454496619,Book Review: Black Nazis&#33; II by Veronica Kuzniar-Clark,5997,TRUE,articles,siege-culture-thread,blackshirt,"a:5:{i:5997;s:10:""1453854847"";i:5996;s:10:""1453839811"";i:5988;s:10:""1453777832"";i:5986;s:10:""1453676782"";i:5848;s:10:""1449120460"";}",0,FALSE,FALSE,FALSE,*,*,
69,0,0,,0,,2,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,FALSE,FALSE,FALSE,0,,0,TRUE,community-projects,,,,0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/projects.png.a05fada39d86443ba8c9f0f34dd0a53d.png
