status_id,status_member_id,status_date,status_content,status_replies,status_last_ids,status_is_latest,status_is_locked,status_hash,status_author_id,status_author_ip,status_approved
25,143,1331328599,<p>Be back in a week</p>,0,a:0:{},FALSE,FALSE,a4ff02ee97f4ae83b8d17caf275e8ed2,143,64.189.76.149,1
26,84,1331672012,<p>Thank God I'm A Country Boy</p>,2,"a:2:{i:1333131553;a:4:{s:8:""reply_id"";s:1:""6"";s:15:""reply_member_id"";s:3:""191"";s:10:""reply_date"";s:10:""1333131553"";s:13:""reply_content"";s:26:""And I&#39;m a country girl"";}i:1335455835;a:4:{s:8:""reply_id"";s:2:""10"";s:15:""reply_member_id"";s:2:""84"";s:10:""reply_date"";s:10:""1335455835"";s:13:""reply_content"";s:32:""I thank God for that too&#33; ;)"";}}",TRUE,FALSE,54500c5fb5f34a51b9c13bdae526fff6,84,98.18.146.153,1
27,161,1332451449,<p>Nothing kills my soul more than going to the official website of the Hapsburg line and seeing that it was created either by a total amateur or in 1998.</p>,1,"a:1:{i:1332465964;a:4:{s:8:""reply_id"";s:1:""5"";s:15:""reply_member_id"";s:3:""164"";s:10:""reply_date"";s:10:""1332465964"";s:13:""reply_content"";s:245:""Yeah it&#39;s so annoying dealing with poorly designed web 1.0 stuff. I just got done browsing through AlternateHistory.com for sources and stuff and so many of the links were malformed or took forever to load because of the &#39;03-04 era tech."";}}",FALSE,FALSE,bf324d3ad75b3a2210c0859201ee71d2,161,50.66.9.47,1
40,130,1333758134,<p>Translation for the next article in La Conquista del Estado almost done. No wonder Ramos split with Rivera. So much pinko shit in here. So much.</p>,0,a:0:{},FALSE,FALSE,6c62c7de3d059d0e55277346d3889c09,130,24.92.125.206,1
41,143,1333966454,<p>Countdown.</p>,0,a:0:{},FALSE,FALSE,e0487c2340612ae96df4eaed92116581,143,64.189.76.149,1
42,143,1334049783,<p>THIS FORUM NEEDS COLOR</p>,0,a:0:{},FALSE,FALSE,e41d18ba0885b3483e929ec5e4f5cb48,143,64.189.76.149,1
43,143,1334049784,<p>THIS FORUM NEEDS COLOR</p>,0,a:0:{},FALSE,FALSE,e41d18ba0885b3483e929ec5e4f5cb48,143,64.189.76.149,1
44,16,1334271691,<p>I guess we don't get to edit member titles ourselves.</p>,0,a:0:{},FALSE,FALSE,699d54bf6fb58d4ec8af8778b82445e5,16,152.33.70.122,1
3022,9847,1485382848,"
<div class=""ipsEmbeddedVideo"">
	<div>
		<iframe allowfullscreen=""true"" frameborder=""0"" height=""270"" src=""https://www.youtube.com/embed/XfY-1lQIJ8c?feature=oembed"" width=""480""></iframe>
	</div>
</div>

<p>
	 
</p>
",0,,FALSE,FALSE,,9847,24.209.82.181,1
37,143,1333702479,<p>Be back Sunday!</p>,0,a:0:{},FALSE,FALSE,f5cb703412444c65328d8ed2b88044f4,143,64.189.76.149,1
45,143,1334337026,<p>Be back sunday/monday</p>,0,a:0:{},FALSE,FALSE,52ad010196c95e4a43d89bdbb5cff737,143,64.189.76.149,1
46,130,1334388556,<p>Next article in La Conquista del Estado should be ready by Tuesday.</p>,0,a:0:{},FALSE,FALSE,7bb447374a2ee362e2b4c9c5fbeaec01,130,24.92.125.206,1
47,143,1334732517,<p>Destroying alien planets is just how I relax.</p>,0,a:0:{},FALSE,FALSE,7abdf6fc3877af3e9550b151118f165b,143,64.189.76.149,1
48,143,1334867923,<p>I might be inactive for quite some time.</p>,0,a:0:{},TRUE,FALSE,8f32ca4fb0c225333f703b980bcb3e75,143,64.189.76.149,1
49,161,1334887766,"<p>Trying to think of a more descriptive ideological term than ""Conservative Revolution"". I mean, that's everyone here, apart from a few.</p>",3,"a:3:{i:1338862771;a:4:{s:8:""reply_id"";s:2:""11"";s:15:""reply_member_id"";s:3:""246"";s:10:""reply_date"";s:10:""1338862771"";s:13:""reply_content"";s:84:""I prefer the &quot;counter-revolution&quot;, but perhaps that&#39;s splitting hairs?"";}i:1340758425;a:4:{s:8:""reply_id"";s:2:""17"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1340758425"";s:13:""reply_content"";s:40:""Traditional(ist) Socialism/Distributism?"";}i:1341134978;a:4:{s:8:""reply_id"";s:2:""18"";s:15:""reply_member_id"";s:1:""7"";s:10:""reply_date"";s:10:""1341134978"";s:13:""reply_content"";s:134:""Liberals academics like Anthony King/ Fareed Zakaria/ Robert A. Dahl/ Douglas Holmes/etc  use the term &#39;counter-enlightenment&#39;"";}}",FALSE,FALSE,e1829d4e1e9cf4c4ae2cd309f1eea264,161,50.66.9.47,1
50,130,1335132068,<p>~Malvinas Argentinas~</p>,0,a:0:{},FALSE,FALSE,e48a5b3ccaa3f9d197ee74ba1d9b3366,130,24.92.125.206,1
291,335,1350251815,"<p>IT HAPPENS, BRAH.</p>",0,a:0:{},FALSE,FALSE,c808791373ec374e0352e92324925751,335,146.135.1.3,1
68,16,1340067377,<p>Je me sens las.</p>,1,"a:1:{i:1340505368;a:4:{s:8:""reply_id"";s:2:""14"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1340505368"";s:13:""reply_content"";s:28:""An extra coffee never hurts."";}}",FALSE,FALSE,9f79bde75ba345f26d3cd1ee344e420c,16,92.151.247.86,1
3026,9720,1487866419,"<p>
	You say that Faggots have to be killed but when it comes to aborting retards you leave it up to god make your mind up
</p>",2,,FALSE,FALSE,,14040,82.32.170.252,1
54,130,1335463857,<p>Deserters = Traitors. Boia Chi Molla.</p>,0,a:0:{},FALSE,FALSE,e60a0797af21223b4257e2318649dbe5,130,24.92.125.206,1
55,130,1336931073,<p>99% of those who say they love their country don't mean it. They like their country. They think it's pretty cool to hang out here. But love? No. Only those that devote their lives to the service of the Fatherland truly love their country.</p>,0,a:0:{},FALSE,FALSE,696e09cdb7febd47d790d5fe737001ac,130,24.92.121.41,1
3021,13842,1484851049,"<p>
	Need to lift and get /fit/
</p>",0,,FALSE,FALSE,,13842,185.49.196.159,1
3019,13842,1484064164,"<p>
	Time to Fash.
</p>",0,,FALSE,FALSE,,13842,185.49.196.159,1
3020,9619,1484712625,"<p>
	I restrained myself from losing my mind at uni today due to the anti-white propaganda in class. gg 
</p>",0,,FALSE,FALSE,,9619,50.4.209.26,1
59,130,1338266224,"<p>“I have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I've bought a big bat. I'm all ready you see. Now my troubles are going to have troubles with me."" --Dr. Seuss</p>",0,a:0:{},FALSE,FALSE,f51e46f4699c77199b9ac794282ff6a5,130,67.10.204.28,1
63,130,1339368079,"<p>Nationalism is something more than simple words. It's uncompromising, it's struggle, it's consistency, it's friendship, it's solidarity, it's fraternal aid, it's organic, it's natural. It is life as it was meant to be.</p>",0,a:0:{},FALSE,FALSE,8c1400ed8bbe69fe39d43cc0c811a44e,130,67.10.204.28,1
60,54,1338322358,"<p>It is our goal to defeat senseless violence with righteous violence, so we may harness the creative power of war as well as its destructive power.</p>",0,a:0:{},FALSE,FALSE,a66abc4595f7472b537a95fe4430ea7f,54,75.57.124.113,1
61,246,1338864042,"<p>I think if you asked the man on the street just what the hell freedom actually means, he'd give you one of two answers. Either he'd admit to not knowing, which is telling; or he'd say it's the ability to do whatever one pleases-which is terrifying!</p>",0,a:0:{},FALSE,FALSE,b7f96ca63d7a45ff623e78748ebc4af4,246,71.54.72.205,1
62,130,1338904072,<p>Memorial Day thread turned into a real shitshow. I'm gonna burn a map of Europe in protest and post it on Youtube.</p>,2,"a:2:{i:1339245672;a:4:{s:8:""reply_id"";s:2:""12"";s:15:""reply_member_id"";s:3:""246"";s:10:""reply_date"";s:10:""1339245672"";s:13:""reply_content"";s:56:""Who do you think is more to blame? SoG, NSP, or FascCap?"";}i:1339368039;a:4:{s:8:""reply_id"";s:2:""13"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1339368039"";s:13:""reply_content"";s:156:""NSP is at least ideologically serious.<br />FC is a running joke, so I&#39;d expect him to do that.<br />I&#39;d blame SoG and his autism for that shitnado."";}}",FALSE,FALSE,c67d5895c54aa102cf7380f302f9f6f0,130,67.10.204.28,1
3049,9872,1497550215,"<p>Hi Rostislav,<br /><br />
danke für den Willkommensgruss. Savitri Devi habe ich natürlich im original hier.<br />
Falls Du gute Texte in Deutsch suchst empfehle ich Dir <br />
https://cernunninsel.wordpress.com/<br /><br />
Heil Dir!</p>",5,,FALSE,FALSE,,14568,94.242.59.163,1
3048,14568,1497439661,"<p>
	How to kill time at work?
</p>",0,,FALSE,FALSE,,14568,173.254.216.66,1
66,246,1339455574,"<p>It really is criminal how little recognition Tecumseh gets today. The man was a visionary, a warrior, and a charismatic leader who almost broke the United States.</p>",0,a:0:{},FALSE,FALSE,950cc08ddeaf96eda1f91d06db01875e,246,71.54.72.205,1
70,246,1340252556,"<p>The man who builds his own house, grows his own food, ferments his own wine, splits his own wood, and makes his own tools-this man is free!</p>",0,a:0:{},FALSE,FALSE,6fac0535576baa8693e4f5263a816a65,246,71.54.72.205,1
71,287,1340493150,<p>Hello there.</p>,1,"a:1:{i:1340505390;a:4:{s:8:""reply_id"";s:2:""15"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1340505390"";s:13:""reply_content"";s:27:""I bid you welcome, brother."";}}",TRUE,FALSE,34435b095b387b240b04def7cfaff7e3,287,201.231.128.155,1
105,67,1343242937,<p>Distributism wants liberty. Liberty is best represented in economy by self-sufficiency. Self-sufficiency of the individual and self-sufficiency of the country.</p>,0,a:0:{},FALSE,FALSE,d471d861ddfadfa40043a1d1d387402d,67,174.93.146.219,1
76,130,1340574052,<p>We're being invaded by pseudolibertarians and WP-tards. Wtfx</p>,6,"a:3:{i:1341484429;a:4:{s:8:""reply_id"";s:2:""21"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1341484429"";s:13:""reply_content"";s:61:""Well, we must stop the hordes of invaders one way or another."";}i:1341724679;a:4:{s:8:""reply_id"";s:2:""22"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1341724679"";s:13:""reply_content"";s:135:""Well they&#39;re retards for the most part, they tend to leave when they see this forum operates at an 11th grade level at the minimum."";}i:1341731822;a:4:{s:8:""reply_id"";s:2:""24"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1341731822"";s:13:""reply_content"";s:12:""True enough."";}}",FALSE,FALSE,9f88482eea711f6e206eb9f99030dc3d,130,186.82.153.198,1
106,67,1343365292,"<p>I hate seeing everyone close to me, those I love, fall into degeneracy and it is I who is the one being spit at the face for trying to change things. The time for a revolution as come.</p>",2,"a:2:{i:1343540314;a:4:{s:8:""reply_id"";s:2:""50"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1343540314"";s:13:""reply_content"";s:4:""Amen"";}i:1343541607;a:4:{s:8:""reply_id"";s:2:""51"";s:15:""reply_member_id"";s:2:""67"";s:10:""reply_date"";s:10:""1343541607"";s:13:""reply_content"";s:99:""I have never been this disappointed by my closest friend. God, after that they call me a pessimist."";}}",FALSE,FALSE,1dd00b608113d3333368020d23427306,67,174.93.146.219,1
3030,1,1488923269,"
<p>
	Defend Western Civilisation meme = Defending the current Anti-White System don't you think?
</p>

<div class=""ipsEmbeddedVideo"">
	<div>
		<iframe allowfullscreen=""true"" frameborder=""0"" height=""270"" src=""https://www.youtube.com/embed/DFKOopgX6yU?feature=oembed"" width=""480""></iframe>
	</div>
</div>

<p>
	 
</p>
",0,,FALSE,FALSE,,14040,82.32.170.252,1
3028,9948,1488482222,"<p>
	Hmmm...
</p>",0,,FALSE,FALSE,,9948,50.186.211.193,1
3029,2170,1488819237,"<p>
	Can I message you somehow? I have something I think the Daily Stormer would like. I messaged them but got no response and have no way of knowing whether my message was seen or not.
</p>",1,,FALSE,FALSE,,150,78.145.187.17,1
3027,9668,1488271740,"<p>
	Your profile avatar really nicely sets the tone for your comments on the youthknives intro thread EXTRAVAGANZA!
</p>",1,,FALSE,FALSE,,13686,104.137.108.23,1
107,161,1343404550,"<p>As a Christian, Matt Cardin's short story ""The New Pauline Corpus"" is one of the most worrying things I have ever read.</p>",0,a:0:{},FALSE,FALSE,d19122051eb30efcaaaa7ccdb5d17575,161,50.66.9.47,1
89,283,1341440250,"<p>The time will come, when people will glorify violence and barbarity!!</p>",2,"a:2:{i:1345034023;a:4:{s:8:""reply_id"";s:3:""138"";s:15:""reply_member_id"";s:3:""342"";s:10:""reply_date"";s:10:""1345034023"";s:13:""reply_content"";s:12:""I only hope."";}i:1348186701;a:4:{s:8:""reply_id"";s:3:""174"";s:15:""reply_member_id"";s:2:""67"";s:10:""reply_date"";s:10:""1348186701"";s:13:""reply_content"";s:50:""And gentlemen pistol duels. Would be entertaining."";}}",FALSE,FALSE,f42afebdeb9b7152a5d43bc09eb44afc,283,141.237.105.102,1
90,67,1341464741,<p>Tolerance is Spiritual Nihilism</p>,0,a:0:{},FALSE,FALSE,f7f713d801fc047659480397c163561a,67,174.92.216.80,1
94,298,1341878302,"<p>""If I advance; follow me! if I retreat; kill me! if I die; avenge me!"" - Benito Mussolini</p>",0,a:0:{},TRUE,TRUE,8e75a75341405b92e2e932b0b3f2f6a4,298,74.98.229.154,1
91,54,1341567259,<p>We could cut through the bullshit and just add a profile section for Penis Size.</p>,2,"a:2:{i:1341725031;a:4:{s:8:""reply_id"";s:2:""23"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1341725031"";s:13:""reply_content"";s:44:""The woman-hating is reaching epidemic levels"";}i:1341737769;a:4:{s:8:""reply_id"";s:2:""25"";s:15:""reply_member_id"";s:2:""54"";s:10:""reply_date"";s:10:""1341737769"";s:13:""reply_content"";s:236:""An unemployed man in his twenties wondering why he can’t meet a kind intelligent girl as he wipes grease onto his pants and types a blog post about how American women are fat ugly feminist whores, with Redtube open in the adjacent tab"";}}",FALSE,FALSE,3556ca17ff476089acd3d8c7fb8af7e4,54,75.56.60.44,1
95,67,1341956381,<p>Muh Empire.</p>,14,"a:3:{i:1342204336;a:4:{s:8:""reply_id"";s:2:""43"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1342204336"";s:13:""reply_content"";s:74:""I will be sure to drink a fine German wine while the onslaught progresses."";}i:1342204452;a:4:{s:8:""reply_id"";s:2:""44"";s:15:""reply_member_id"";s:2:""67"";s:10:""reply_date"";s:10:""1342204452"";s:13:""reply_content"";s:32:""Meh, Muslim blood by the bottle."";}i:1342321853;a:4:{s:8:""reply_id"";s:2:""46"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1342321853"";s:13:""reply_content"";s:18:""Muh Eurocaliphate."";}}",FALSE,FALSE,cbe8021c2de604e7697a7ee40862330c,67,174.92.216.80,1
96,54,1341996862,<p>timid little girls she never put fairies on the summer gathering place for the Nazi elite</p>,0,a:0:{},FALSE,FALSE,8e648352ea6e9c0105b9c229c74ad83e,54,75.57.125.210,1
99,130,1342117920,"<p>Nominate me, Boia Chi Molla, for Black Corps status. I will purge this forum of the traitors and theives, bringing upon a new era of /d/ominance. I swear I'm not JIDF.</p>",6,"a:3:{i:1342132778;a:4:{s:8:""reply_id"";s:2:""29"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1342132778"";s:13:""reply_content"";s:21:""JIDF detector active."";}i:1342748539;a:4:{s:8:""reply_id"";s:2:""48"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1342748539"";s:13:""reply_content"";s:45:""FasCap totally got his idea from me. Totally."";}i:1342748594;a:4:{s:8:""reply_id"";s:2:""49"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1342748594"";s:13:""reply_content"";s:29:""I truly wonder how old he is."";}}",FALSE,FALSE,8ecebf1306970a06e599c6a188d621b6,130,24.92.125.46,1
100,130,1342316544,"<p>""Forget your lust... and rich man's gold... all that you need... is in your soul...""</p>",1,"a:1:{i:1342321747;a:4:{s:8:""reply_id"";s:2:""45"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1342321747"";s:13:""reply_content"";s:14:""Lynyrd Skynyrd"";}}",FALSE,FALSE,ab7ecf551b91d8ca2058e9dcc7ab3fa3,130,24.92.125.46,1
103,67,1343074161,"<p>Pride is a sin. We should not strive to be proud, we should strive to be good. Let's put this feel-good egoism aside for once.</p>",0,a:0:{},FALSE,FALSE,084ee8455318e233f02e0bcc582cb526,67,174.93.146.219,1
108,130,1343541776,"<p>Canada and America: United in Struggle. One people, one future.</p>",2,"a:2:{i:1343749606;a:4:{s:8:""reply_id"";s:2:""53"";s:15:""reply_member_id"";s:2:""67"";s:10:""reply_date"";s:10:""1343749606"";s:13:""reply_content"";s:60:""United in struggle. Two people, one future. Just sayin&#39;."";}i:1344094638;a:4:{s:8:""reply_id"";s:2:""60"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1344094638"";s:13:""reply_content"";s:2:"";)"";}}",FALSE,FALSE,a57e308f17e73d5bc5ec7f1cf864ff89,130,24.92.123.19,1
109,67,1343709703,"<p>Working for Reaktion now. Sweet as fuck, but God, I really need to make a plan before writing anything, or I will make a total mess.</p>",1,"a:1:{i:1344094735;a:4:{s:8:""reply_id"";s:2:""62"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1344094735"";s:13:""reply_content"";s:11:""Ditto<br />"";}}",FALSE,FALSE,60a2966792f843400dda2e4545b09341,67,70.53.238.238,1
112,335,1343931269,<p>War is beautiful.</p>,1,"a:1:{i:1343978139;a:4:{s:8:""reply_id"";s:2:""55"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1343978139"";s:13:""reply_content"";s:27:""Ich liebe der Totale Krieg."";}}",FALSE,FALSE,848be4c07c123e83b9c0d23e812962be,335,146.135.1.3,1
113,246,1343944094,<p>Too many damn Nazis around these parts...</p>,1,"a:1:{i:1344094710;a:4:{s:8:""reply_id"";s:2:""61"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1344094710"";s:13:""reply_content"";s:8:""I reckon"";}}",TRUE,FALSE,0d9077b96a866b5c572b64afa1fdb5be,246,71.54.73.218,1
111,329,1343922188,<p>Boats & hoes—</p>,0,a:0:{},FALSE,FALSE,bd61d513d0afa90f6e59cd09b57647b8,329,174.96.38.22,1
116,335,1344033676,"<p>Formally warned. Oh me, oh my.</p>",3,"a:3:{i:1344033806;a:4:{s:8:""reply_id"";s:2:""56"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1344033806"";s:13:""reply_content"";s:169:""Well, it could have been worse. Try to be less hostile or at least save your hatred and disgust for later and strike them mercilessly, yet justly when the time comes. ;)"";}i:1344034062;a:4:{s:8:""reply_id"";s:2:""57"";s:15:""reply_member_id"";s:3:""335"";s:10:""reply_date"";s:10:""1344034062"";s:13:""reply_content"";s:141:""I hadn&#39;t actually realized I was breaking rules; I thought the person was here for the sake of trolling and nothing else, so, confronted."";}i:1344084274;a:4:{s:8:""reply_id"";s:2:""59"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1344084274"";s:13:""reply_content"";s:72:""She&#39;s a friend of some other members. Not my kind of member, but eh."";}}",FALSE,FALSE,f5a39848888e5aedba5b8dbacad6ecdb,335,146.135.1.3,1
117,335,1344034223,"<p><<33 Señorita_Chinchilla13 Sent Today, 05:47 PM   Members 18 posts Ideology:national socialist Location:Mexicoooo, ayayay!!!! lol ZOMG you're so cuuute!!! do you want to share ponny stickers with me??    Me so horny, i love you long time!!!</p>",0,a:0:{},FALSE,FALSE,c791a9f6f6453902b39b647742d2898e,335,146.135.1.3,1
118,335,1344034226,"<p><<33 Señorita_Chinchilla13 Sent Today, 05:47 PM   Members 18 posts Ideology:national socialist Location:Mexicoooo, ayayay!!!! lol ZOMG you're so cuuute!!! do you want to share ponny stickers with me??    Me so horny, i love you long time!!!</p>",1,"a:1:{i:1344034248;a:4:{s:8:""reply_id"";s:2:""58"";s:15:""reply_member_id"";s:3:""335"";s:10:""reply_date"";s:10:""1344034248"";s:13:""reply_content"";s:23:""I contend I was right. "";}}",FALSE,FALSE,c791a9f6f6453902b39b647742d2898e,335,146.135.1.3,1
170,335,1345930310,"<p>Guys, this forum is becoming more neo-nazi. You guys should be more ~~~diverse~~~.</p>",4,"a:3:{i:1346106139;a:4:{s:8:""reply_id"";s:3:""159"";s:15:""reply_member_id"";s:2:""72"";s:10:""reply_date"";s:10:""1346106139"";s:13:""reply_content"";s:25:""No more race war? :&#39;("";}i:1346112178;a:4:{s:8:""reply_id"";s:3:""160"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1346112178"";s:13:""reply_content"";s:48:""How can we have a neo-nazi forum with no Whites?"";}i:1346231902;a:4:{s:8:""reply_id"";s:3:""161"";s:15:""reply_member_id"";s:3:""335"";s:10:""reply_date"";s:10:""1346231902"";s:13:""reply_content"";s:89:""There&#39;s just too much bigoted racism up here, man. We need more pr0gressive fascism. "";}}",FALSE,FALSE,de05f7b0e48d14dd296e92917380ae46,335,146.135.1.3,1
120,346,1344245994,<p>:3</p>,0,,FALSE,FALSE,c6e3a9b362690a7f07dc22ba1ed7edaf,2,69.244.118.189,1
121,346,1344246137,<p>:3</p>,0,,FALSE,FALSE,c6e3a9b362690a7f07dc22ba1ed7edaf,72,112.205.14.93,1
122,346,1344246157,<p>:3</p>,0,,FALSE,FALSE,c6e3a9b362690a7f07dc22ba1ed7edaf,67,174.93.144.78,1
123,346,1344246691,<p>:3</p>,0,,FALSE,FALSE,c6e3a9b362690a7f07dc22ba1ed7edaf,298,173.75.31.128,1
124,346,1344247336,<p>:3</p>,0,,FALSE,FALSE,c6e3a9b362690a7f07dc22ba1ed7edaf,240,86.161.210.122,1
125,346,1344247351,<p>:3</p>,0,,FALSE,FALSE,c6e3a9b362690a7f07dc22ba1ed7edaf,4,86.4.47.94,1
126,346,1344247364,<p>:3</p>,0,,FALSE,FALSE,c6e3a9b362690a7f07dc22ba1ed7edaf,13,83.43.110.64,1
127,346,1344247521,<p>:3</p>,0,,FALSE,FALSE,c6e3a9b362690a7f07dc22ba1ed7edaf,246,71.54.73.218,1
128,131,1344271374,"<p>You said ""your type are not welcome here"" on that last post. Well, your type (genocidal racists, holocaust deniers, extremists, and warmongers) aer not welcome in this world.</p>",5,"a:3:{i:1344346430;a:4:{s:8:""reply_id"";s:3:""107"";s:15:""reply_member_id"";s:3:""131"";s:10:""reply_date"";s:10:""1344346430"";s:13:""reply_content"";s:51:""equality pfffffft. &quot;Semitic Supremacism&quot;."";}i:1344382292;a:4:{s:8:""reply_id"";s:3:""111"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1344382292"";s:13:""reply_content"";s:37:""&gt;represents entire civilized world"";}i:1344406567;a:4:{s:8:""reply_id"";s:3:""115"";s:15:""reply_member_id"";s:3:""336"";s:10:""reply_date"";s:10:""1344406567"";s:13:""reply_content"";s:125:""Go out and ask people if they support segregation and racism and I guarantee you the overwhelming answer will be &#39;no&#39;"";}}",FALSE,TRUE,cfe0446e985b25315c683264c1249614,336,173.45.219.44,1
129,7,1344272011,<p>You're a racist psychopath</p>,10,"a:3:{i:1344333422;a:4:{s:8:""reply_id"";s:3:""100"";s:15:""reply_member_id"";s:3:""336"";s:10:""reply_date"";s:10:""1344333422"";s:13:""reply_content"";s:181:""Nah, you can choose not to take your &quot;pride in race&quot; to the extreme of supporting ethnic cleansing. We are animals,to be sure, but we have a thing called logic and reason."";}i:1344334630;a:4:{s:8:""reply_id"";s:3:""102"";s:15:""reply_member_id"";s:1:""7"";s:10:""reply_date"";s:10:""1344334630"";s:13:""reply_content"";s:258:""Sorry, that is wrong. if you have principles, you you love something, then you should be morally prepared to do whatever is necissary to defend them - that or you don&#39;t believe in anything. If you do have principles you accept the responsibilites. <br />"";}i:1344334638;a:4:{s:8:""reply_id"";s:3:""103"";s:15:""reply_member_id"";s:1:""7"";s:10:""reply_date"";s:10:""1344334638"";s:13:""reply_content"";s:221:""You probably don&#39;t  have values so you wouldn&#39;t know - &#39;I am an anti racist - but only when it is comfortable for me and I am on the internet&#39; - this is why people here have been enclined to laugh at you. "";}}",FALSE,FALSE,abcf1a66be27b94475b4d34fc4e8e38a,336,173.45.219.44,1
