device_key,member_id,ip_address,last_seen
4b7ed95402cf93d409d4eb8c8f270bdc,131,70.94.86.179,1502139889
d004405522789703fc0d68a72f3fffd3,131,70.94.86.179,1507513885
60a739fa9620ec8a3132717ba036e381,131,173.245.50.144,1510835978
60a739fa9620ec8a3132717ba036e381,131,108.162.221.5,1511041853
60a739fa9620ec8a3132717ba036e381,131,173.245.51.54,1511186487
8c22faf1205e50e2ce7ed4aaaa1d8e6a,132,37.33.38.254,1502059561
9d4ea655d59823525326e3527b2b6ed4,132,87.93.73.157,1503637979
9d4ea655d59823525326e3527b2b6ed4,132,37.136.128.64,1503765079
9d4ea655d59823525326e3527b2b6ed4,132,82.203.157.65,1503952845
9d4ea655d59823525326e3527b2b6ed4,132,85.23.135.154,1504066120
9afec4bcadbc646e7b3f203fcfbb2d92,132,213.216.252.123,1506928137
3f9fc6f5a2065d10dcf6a0ac1aaa5415,132,82.203.190.196,1506962809
3f9fc6f5a2065d10dcf6a0ac1aaa5415,132,85.23.135.137,1506964136
3f9fc6f5a2065d10dcf6a0ac1aaa5415,132,82.203.190.197,1507043863
d3db342339a7eb5463564efc1286dee9,132,84.249.0.113,1507179627
3f9fc6f5a2065d10dcf6a0ac1aaa5415,132,82.203.190.64,1507223680
3f9fc6f5a2065d10dcf6a0ac1aaa5415,132,82.203.156.114,1507287056
8da5067e546f103b7c9bd9fa8a6a8356,132,162.158.238.38,1508712929
8da5067e546f103b7c9bd9fa8a6a8356,132,162.158.238.14,1508734091
8da5067e546f103b7c9bd9fa8a6a8356,132,162.158.238.92,1508766401
52b9ab8569cbe0b5ed38f1977e748ad8,132,162.158.238.80,1508795881
52b9ab8569cbe0b5ed38f1977e748ad8,132,162.158.238.68,1508805938
52b9ab8569cbe0b5ed38f1977e748ad8,132,162.158.238.104,1508872833
52b9ab8569cbe0b5ed38f1977e748ad8,132,162.158.238.158,1508886474
4e1101dfa898651ddcb177b6b2175a4f,132,162.158.238.182,1510002543
3470516549ec0ad2cf107cb67a44eea7,150,79.69.116.180,1505581249
3470516549ec0ad2cf107cb67a44eea7,150,78.145.185.178,1506017575
3470516549ec0ad2cf107cb67a44eea7,150,79.69.106.195,1506395278
3c13f86b82d177893290f80fcacee426,150,2.97.195.202,1507309261
b0fc423778eff59edbac7edb7a0c85ce,150,2.97.195.202,1507336080
b92849217a8211121cbe3b53c8900612,274,71.87.96.117,1503026711
cef61f15e546ce8688fad3928511e601,274,71.87.96.117,1503035511
b53d698f83d45214433cb6688b12a0f1,274,71.87.96.117,1503035653
b53d698f83d45214433cb6688b12a0f1,274,71.89.40.81,1503095986
b53d698f83d45214433cb6688b12a0f1,274,2600:6c44:417f:fc4c:484f:8e92:e20b:22a,1503449421
b53d698f83d45214433cb6688b12a0f1,274,45.76.29.219,1503693668
7db87a3cd245f791714f2e0d452b309b,274,97.86.125.147,1503848042
7db87a3cd245f791714f2e0d452b309b,274,64.134.167.143,1503851321
7db87a3cd245f791714f2e0d452b309b,274,99.203.15.223,1503853911
7db87a3cd245f791714f2e0d452b309b,274,24.240.81.176,1503866261
b53d698f83d45214433cb6688b12a0f1,274,97.86.125.147,1503980389
b92849217a8211121cbe3b53c8900612,274,97.86.125.147,1504039043
b92849217a8211121cbe3b53c8900612,274,75.129.56.13,1504112525
b92849217a8211121cbe3b53c8900612,274,97.86.118.1,1504115988
b53d698f83d45214433cb6688b12a0f1,274,97.86.118.1,1504197544
b53d698f83d45214433cb6688b12a0f1,274,2600:6c44:417f:f992:5c6:5e6:1a9:6a3b,1504290044
b92849217a8211121cbe3b53c8900612,274,2600:6c44:417f:f992:44fd:fd6c:d45c:830c,1504327458
b92849217a8211121cbe3b53c8900612,274,47.32.35.126,1504934609
b53d698f83d45214433cb6688b12a0f1,274,68.190.87.58,1504977541
7cafb144f594450fd6941a32c2603061,274,47.32.35.126,1505673235
b53d698f83d45214433cb6688b12a0f1,274,47.32.35.126,1506012105
7cafb144f594450fd6941a32c2603061,274,97.86.40.111,1506712347
b53d698f83d45214433cb6688b12a0f1,274,97.86.40.111,1506828892
e22457c3681f0dac684c110bcb193b48,283,94.65.80.169,1502308194
bc8ee1f9b49a0d5c69f2ea120d946f72,283,2a02:587:8420:c900:407f:634b:5efe:3c39,1506797531
dee2b26ae372441068304eafcaf998db,283,188.114.102.215,1508761483
e4797bc34882763933c74bac7dfe4c5f,287,88.128.80.76,1504260276
e4797bc34882763933c74bac7dfe4c5f,287,83.220.238.144,1504351307
e4797bc34882763933c74bac7dfe4c5f,287,83.220.238.217,1504433893
e4797bc34882763933c74bac7dfe4c5f,287,85.180.163.78,1504549473
8a8d273aa5ca65d9fe0ece11247cee41,293,184.155.198.138,1507504741
d5fdd955b2180f9468aec9ef81c79fe2,293,162.158.69.110,1510872798
d5fdd955b2180f9468aec9ef81c79fe2,293,108.162.237.245,1510925565
d5fdd955b2180f9468aec9ef81c79fe2,293,108.162.221.179,1511112104
d5fdd955b2180f9468aec9ef81c79fe2,293,108.162.221.119,1511218868
bb4745cb9470ef8970f5f24fae14829f,326,81.140.196.119,1505428908
6c6addd27b9e97c0f12c67558384cf50,326,141.101.99.216,1508866447
f472f7dbe14f408d306f353769467db0,887,87.116.180.75,1502055266
f472f7dbe14f408d306f353769467db0,887,87.116.182.11,1502580210
f472f7dbe14f408d306f353769467db0,887,87.116.181.139,1502641212
f472f7dbe14f408d306f353769467db0,887,87.116.182.75,1502655096
f472f7dbe14f408d306f353769467db0,887,87.116.181.75,1502663250
968ca97334acc158f534754707ea6d46,887,87.116.183.139,1504879817
968ca97334acc158f534754707ea6d46,887,87.116.180.139,1505082996
968ca97334acc158f534754707ea6d46,887,87.116.181.139,1506297250
968ca97334acc158f534754707ea6d46,887,87.116.177.73,1506429304
968ca97334acc158f534754707ea6d46,887,87.116.179.149,1506636850
968ca97334acc158f534754707ea6d46,887,87.116.176.128,1506699102
968ca97334acc158f534754707ea6d46,887,87.116.176.132,1507025262
968ca97334acc158f534754707ea6d46,887,172.68.154.101,1507987541
968ca97334acc158f534754707ea6d46,887,172.68.154.95,1508074856
968ca97334acc158f534754707ea6d46,887,172.68.154.77,1508265528
03eda4ded381c09502edf8822f170de8,887,172.68.154.35,1510493093
03eda4ded381c09502edf8822f170de8,887,172.68.154.89,1511195825
03eda4ded381c09502edf8822f170de8,887,172.68.154.5,1511199680
5b0356ebdb5808a47f67ed3b3f21becf,958,77.241.139.185,1502217441
5b0356ebdb5808a47f67ed3b3f21becf,958,77.241.137.64,1502299865
a1889b406731fc33a475e5c15c6c9f9f,958,212.27.20.233,1502966200
5b0356ebdb5808a47f67ed3b3f21becf,958,37.97.8.8,1503243301
a1889b406731fc33a475e5c15c6c9f9f,958,77.241.130.14,1503480221
eb92939c98df8e0b4dd6a3be162de766,958,37.97.8.8,1506841900
eb92939c98df8e0b4dd6a3be162de766,958,162.158.134.41,1511030701
3b8bf6ed877c9ecfc6f98e233d0d9454,2075,2602:30a:2ef0:58d0:44cf:5a8d:7782:b0f6,1502982922
3b8bf6ed877c9ecfc6f98e233d0d9454,2075,2602:30a:2ef0:58d0:d59f:e2de:9d4e:3bce,1503031758
3b8bf6ed877c9ecfc6f98e233d0d9454,2075,2602:30a:2ef0:58d0:7c03:e31f:594f:c550,1503101999
3b8bf6ed877c9ecfc6f98e233d0d9454,2075,2602:30a:2ef0:58d0:b883:a4b5:2b4:faa4,1505179519
3b8bf6ed877c9ecfc6f98e233d0d9454,2075,2602:30a:2ef0:58d0:bde9:733c:3e81:8b4a,1505241895
17b8be68337d49fee6d14b8afa6f962b,2075,2607:fb90:9c85:32e7:5e2d:7fa6:b1f3:eee3,1505841523
17b8be68337d49fee6d14b8afa6f962b,2075,2602:30a:2ef0:58d0:7055:c0a3:a3c6:22ed,1505849154
17b8be68337d49fee6d14b8afa6f962b,2075,2607:fb90:9d0b:141b:3b9f:cd67:61ff:2742,1505854327
3b8bf6ed877c9ecfc6f98e233d0d9454,2075,2602:30a:2ef0:58d0:188e:c6c:abc7:79ab,1505935558
fa0c3c6d98c6e214c99fcd20d39eb189,2170,104.129.29.74,1502825521
fa0c3c6d98c6e214c99fcd20d39eb189,2170,162.219.179.146,1503425140
fa0c3c6d98c6e214c99fcd20d39eb189,2170,184.75.210.234,1503452062
fa0c3c6d98c6e214c99fcd20d39eb189,2170,173.244.200.119,1504225681
fa0c3c6d98c6e214c99fcd20d39eb189,2170,198.48.212.4,1505424347
fa0c3c6d98c6e214c99fcd20d39eb189,2170,108.162.245.125,1509662276
622ca6fd30d7a2a8432c4cb7c1454df1,2306,87.92.114.162,1502992352
8fe7a4e198ed7443f1c9f67225fc301b,2306,188.238.34.101,1503912825
8fe7a4e198ed7443f1c9f67225fc301b,2306,109.240.100.180,1503992743
622ca6fd30d7a2a8432c4cb7c1454df1,2306,87.92.127.58,1504455150
8fe7a4e198ed7443f1c9f67225fc301b,2306,109.240.122.196,1504816288
8fe7a4e198ed7443f1c9f67225fc301b,2306,162.158.238.56,1508293432
622ca6fd30d7a2a8432c4cb7c1454df1,2306,162.158.238.26,1510514731
8fe7a4e198ed7443f1c9f67225fc301b,2306,162.158.238.164,1511236899
406df66553d4bdc8c42a965085ef1f1e,2750,162.158.122.55,1509679732
222dd22adbbe39384c91cd3aaf2f4034,2820,174.112.230.18,1503979560
222dd22adbbe39384c91cd3aaf2f4034,2820,99.249.193.72,1507610317
222dd22adbbe39384c91cd3aaf2f4034,2820,162.158.75.149,1508373794
222dd22adbbe39384c91cd3aaf2f4034,2820,162.158.75.203,1511227898
4fb9f5931e08bd499c9e9531b11cfdf4,3143,2601:2c6:4900:b76:4457:7cf8:d47b:9ca7,1505879396
7c0e553ed70ade39a6434f6814f4821e,3143,162.158.69.155,1510777856
17a6e6ab7228f27ca5137dfdb121363d,3491,199.46.115.108,1506837694
17a6e6ab7228f27ca5137dfdb121363d,3491,96.63.175.147,1507021027
17a6e6ab7228f27ca5137dfdb121363d,3491,162.158.75.95,1508133171
17a6e6ab7228f27ca5137dfdb121363d,3491,172.68.58.102,1508617988
17a6e6ab7228f27ca5137dfdb121363d,3491,162.158.74.82,1508689613
17a6e6ab7228f27ca5137dfdb121363d,3491,108.162.216.95,1509066479
17a6e6ab7228f27ca5137dfdb121363d,3491,108.162.216.149,1511209681
998fdeac4217da2340a6396b5d5b2f91,4151,24.116.63.88,1504139401
016226eb9185ea0ed1ff46340eb3fd36,4873,24.71.118.142,1502079478
1cc261ba1108f83d6a6abb16d2cad152,4873,24.71.118.142,1507336755
1cc261ba1108f83d6a6abb16d2cad152,4873,108.162.246.180,1510446862
1cc261ba1108f83d6a6abb16d2cad152,4873,108.162.246.18,1510446985
c9e510149f94cba61fc4c67878067911,6113,174.255.133.118,1501789448
c9e510149f94cba61fc4c67878067911,6113,174.255.141.166,1501897118
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:a51d:116e:da16:752,1502126584
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:f5f9:1f65:ab9c:a21a,1502161290
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:b99a:5a5f:8dd0:496b,1502270275
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:d42:95d7:5d65:c6f0,1502299114
a3e8bc2da809fd852b01c13065b786bc,6113,72.45.212.90,1502311287
c9e510149f94cba61fc4c67878067911,6113,174.255.137.142,1502343402
c9e510149f94cba61fc4c67878067911,6113,174.255.220.185,1502388636
5eba9e759e4ca14a42b1ec8f492316bf,6113,72.45.212.90,1502399796
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:7cad:431d:9948:a2a2,1502446101
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:a531:d875:bd87:96ee,1502521119
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:d4fe:41b0:f189:607,1502537175
c9e510149f94cba61fc4c67878067911,6113,2604:6000:6dc7:4c00:146b:5068:c5b0:e306,1502761996
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:443a:e3ba:4904:8810,1502788018
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:3545:70df:4d86:4e40,1502833554
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:978:5462:fde5:3b9a,1502864843
8b925d30922c157fe4d8a971275eb58f,6113,72.45.212.90,1502916804
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:1403:8c6a:4ee:801d,1502946703
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:fce9:4049:5be1:ee61,1502957445
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:3827:109c:bab:e218,1503010203
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:30eb:3a69:7e67:b70b,1503040434
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:b81c:137e:14d0:1bf2,1503055044
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:cc2:d0d7:e4cd:221e,1503077440
7587383f49aaaa7555db97640737d1a0,6113,72.45.212.90,1503086394
c9e510149f94cba61fc4c67878067911,6113,174.255.132.118,1503287078
c9e510149f94cba61fc4c67878067911,6113,174.255.140.13,1503358805
817819261f3917bd55d3fd6e35bcc6a6,6113,72.45.212.90,1503425805
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:b998:5c29:588e:1337,1503472796
6f5f5ee12024009c10c9eb1dc1ab405a,6113,72.45.212.90,1503511225
c9e510149f94cba61fc4c67878067911,6113,174.255.130.164,1503543615
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:c48e:e8c1:e21f:8caf,1503607686
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:2d57:e092:8ef9:4234,1503634708
c9e510149f94cba61fc4c67878067911,6113,174.255.200.121,1503730662
c9e510149f94cba61fc4c67878067911,6113,174.255.201.26,1503934472
c9e510149f94cba61fc4c67878067911,6113,174.255.136.207,1503952962
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:9838:75eb:3429:24cf,1503992485
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:19:2477:4670:aad1,1504041051
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:6164:1aae:4f19:ee3b,1504168317
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:d499:e316:bb44:74c,1504206495
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:21be:9398:4022:7dfd,1504235027
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:54d3:5173:9a1b:6716,1504303414
c9e510149f94cba61fc4c67878067911,6113,174.255.129.70,1504390235
c9e510149f94cba61fc4c67878067911,6113,174.255.150.201,1504465822
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:1ff:ddff:31a6:89e1,1504563123
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:694f:ad0a:8dc9:9f76,1504578776
e60bd412b90a82a0320dda29bfa1a164,6113,72.45.212.90,1504639052
c9e510149f94cba61fc4c67878067911,6113,174.255.204.107,1504656832
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:ec41:2148:bfca:7a1,1504679511
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:e148:1265:4ffa:255f,1504823115
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:dca3:4869:b5ad:b592,1504839115
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:485:e82:a9c7:b405,1504848890
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:d0b1:51f8:daa4:393a,1504889992
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:925:d1d8:3df8:5e8,1504928582
c9e510149f94cba61fc4c67878067911,6113,12.27.26.211,1504964902
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.135.193,1505113229
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.130.210,1505193958
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.189.88,1505273882
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:c468:8a25:3e42:3d23,1505375640
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:89a7:14f3:48a4:987,1505415119
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:11f4:dedc:976e:b9a1,1505453000
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.130.98,1505563219
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.146.226,1505679041
3a7ccf9b60aa838b5b6b39dde2571b16,6113,72.45.212.90,1505761349
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.209.72,1505844439
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.131.83,1506003779
8ec29575b4f8cdf51018764ff7c374f2,6113,72.45.212.90,1506024351
9dc01a6d94c2e5e1bac83caa04cae27a,6113,12.27.26.211,1506168167
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.135.219,1506171416
67b76f4c0f4049b0104a9c4280759637,6113,72.45.212.90,1506186971
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.140.143,1506201955
9dc01a6d94c2e5e1bac83caa04cae27a,6113,97.32.6.95,1506204937
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.134.18,1506216984
9dc01a6d94c2e5e1bac83caa04cae27a,6113,97.32.10.149,1506230181
9dc01a6d94c2e5e1bac83caa04cae27a,6113,97.32.0.19,1506258004
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:34ff:edd6:9f34:5c08,1506286971
f7e320797f761290ef0b50c33cb37a77,6113,72.45.212.90,1506369103
02e196cb0445127141de774e04fcc03e,6113,72.45.212.90,1506467735
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.128.95,1506497332
9dc01a6d94c2e5e1bac83caa04cae27a,6113,97.32.6.146,1506497815
9dc01a6d94c2e5e1bac83caa04cae27a,6113,174.255.131.162,1506498759
9dc01a6d94c2e5e1bac83caa04cae27a,6113,97.32.5.101,1506543120
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:dc8:7fff:dc1a:b0bc,1506589025
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:5945:b1fb:54f0:9611,1506636453
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:30de:4383:7686:7505,1506662627
ca2d677164fca06df17366e49b4d55bf,6113,12.27.26.211,1506728365
ca2d677164fca06df17366e49b4d55bf,6113,174.255.134.53,1506786247
ca2d677164fca06df17366e49b4d55bf,6113,97.32.49.253,1506814919
5a207af0342a73207ccc40d0271c6513,6113,72.45.212.90,1506976423
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:a93b:a124:62fb:fb75,1507171203
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:3449:d842:2cdf:681c,1507188710
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:d0e5:31a4:219e:608a,1507270635
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:b54e:c25e:16fd:6bc3,1507353320
ca2d677164fca06df17366e49b4d55bf,6113,174.255.136.49,1507387883
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:840d:6f41:ddef:1ec0,1507579176
5c5b99f0ddeb14489d0f41313a192a54,6113,2604:6000:6dc7:4c00:1485:c6bb:5b1c:671a,1507608656
5c5b99f0ddeb14489d0f41313a192a54,6113,162.158.74.28,1507934532
5c5b99f0ddeb14489d0f41313a192a54,6113,172.68.58.54,1507963200
ca2d677164fca06df17366e49b4d55bf,6113,162.158.69.198,1508202494
ca2d677164fca06df17366e49b4d55bf,6113,172.68.34.29,1508203182
ca2d677164fca06df17366e49b4d55bf,6113,108.162.216.221,1508272395
5c5b99f0ddeb14489d0f41313a192a54,6113,108.162.219.71,1508319800
5c5b99f0ddeb14489d0f41313a192a54,6113,173.245.52.104,1508348927
5c5b99f0ddeb14489d0f41313a192a54,6113,108.162.216.83,1508458445
ca2d677164fca06df17366e49b4d55bf,6113,172.68.34.41,1508479439
5c5b99f0ddeb14489d0f41313a192a54,6113,162.158.62.10,1508823021
ca2d677164fca06df17366e49b4d55bf,6113,162.158.74.70,1508878564
5c5b99f0ddeb14489d0f41313a192a54,6113,162.158.62.70,1509018586
5c5b99f0ddeb14489d0f41313a192a54,6113,108.162.216.167,1509048126
5c5b99f0ddeb14489d0f41313a192a54,6113,173.245.52.80,1509091702
5c5b99f0ddeb14489d0f41313a192a54,6113,108.162.216.197,1509157951
5c5b99f0ddeb14489d0f41313a192a54,6113,162.158.62.88,1509163402
ca2d677164fca06df17366e49b4d55bf,6113,108.162.237.107,1509234061
ca2d677164fca06df17366e49b4d55bf,6113,162.158.75.77,1509250566
ca2d677164fca06df17366e49b4d55bf,6113,108.162.238.42,1509290137
ca2d677164fca06df17366e49b4d55bf,6113,172.68.78.5,1509318158
ca2d677164fca06df17366e49b4d55bf,6113,108.162.216.23,1509384238
5c5b99f0ddeb14489d0f41313a192a54,6113,108.162.216.215,1509408868
5c5b99f0ddeb14489d0f41313a192a54,6113,162.158.63.191,1509436422
ca2d677164fca06df17366e49b4d55bf,6113,108.162.219.149,1509583087
ca2d677164fca06df17366e49b4d55bf,6113,108.162.238.144,1509613690
ca2d677164fca06df17366e49b4d55bf,6113,108.162.238.240,1509647110
ca2d677164fca06df17366e49b4d55bf,6113,108.162.237.161,1509683814
