tag_perm_aai_lookup,tag_perm_aap_lookup,tag_perm_text,tag_perm_visible
c50135d744ebd819d62ec56a124e3530,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
85c0c91648ff11d6d3ad274ae80d0a11,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
b9d19a5e917bf4e36621d908f088a512,fbd600eaa11a13fe84461915b0f850fe,"4,2,3,6,10,1",TRUE
43b2b7603f5a35699b34dbd7d0c85a15,e24c78c5edf157928d3c98fad53e7bc5,"4,2,3,6,1",TRUE
0a6defe10ce6195b659fdb9f7480b85e,c6dbf78127210280895cda9440113396,"4,2,3,6,1,8",TRUE
05a4ae2105ef140996468fe02ccf17d4,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
f6734d88019638bf72440dc3de3571bf,652894f9fbf4e40ad44724b0464fd8d6,"4,2,3,6,1",TRUE
4dc3849a9df19dcc07178474ce9ecc58,652894f9fbf4e40ad44724b0464fd8d6,"4,2,3,6,1",TRUE
07178afa02840b95eb03e7efeaee48df,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
c50ed9bef6169e6941810f854c77c31e,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
aedb5872289c19621f2401a7b12d2de2,760bfb32764543e68d2a53fa6c06fb42,"4,2,3,6,1",TRUE
deb436e8117d7a18f5f348644f773d66,3366103b0c7aba03ee4008371da7d31d,"4,2,3,6,1",TRUE
8c9ae8ffc33b2350c2c3c8028edb9a9a,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
ee317394f92dc6afe22ba002f07b5fa6,b6621154fb9cb795bd92e49d0a94e780,"4,3,6,10",TRUE
bee17708a1effabc973880b3d443d05e,85aa9178b923fa1878ad86a0aaf847b8,"4,2,3,6,1",TRUE
d09c75ef80df30dc42cf8902cb119ec1,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
119f691751408f80bbc8368c713d2604,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
bcf7e91f5011f9977e3e30ea7a2b2232,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
10dca746c5d3c18a438e65a154e2e060,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
40db8d5b45908beb9d803eb9529223fe,59b28ad265f9e9cd40e6734bc1efc51d,"4,2,3,6,1",TRUE
fa3ce64798fa4b8b2bac74cf9e8a0c2a,768091c8b4997507baae7331c1335d16,"4,2,3,6,1",TRUE
e96b98ee903d1d1e58b4cd69a9460afc,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
a0a7f9c7b8cee0dc60e8e109c2a408f0,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
7315231a883df6bda3b308de694b27ca,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
842bb23e430efdd476fec8001088cd8c,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
50b8bc42b237eb6fd72c0f4586bf8c3f,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
9505772313d7be7c270a6b5bf35d7522,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
00b1df45543749a50b42fad19cf386f0,e8c530d681ff6860afbf3fab4e4fc541,"4,2,3,6,1",TRUE
d378d411f6de08cfa47c127fcbc5841d,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
cd1573053dfb7e2b2b86b0f8c9cb642b,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
ee1597c07cb86e6e4eda07fca257463c,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
6d687ee56fc59fb5dc36de12b49c691d,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
3d64b553573dd37a54051ef39bfc6406,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
2e43e57fe52537b7760083f18d849dd6,c698bedbb3b5198f84634ce799501c7b,"4,2,3,6,1",TRUE
1b61bca6642f96485c19f044cd637f48,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",FALSE
3700bfe66246c8c0ac1b3361929bf7ae,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
b97e74c472e76877776b07126db401ea,b6621154fb9cb795bd92e49d0a94e780,"4,3,6,10",TRUE
bc225546569b7ac4f47301c041b1856d,b6621154fb9cb795bd92e49d0a94e780,"4,3,6,10",TRUE
bef041c30afea5d8a3704ebe0403014b,08d18e875adb94d5a4102169ab887bfe,"4,2,3,6,8,1",TRUE
203b90e0f3b58319e11cd3896558169b,964b8b0a533a4160c095e0897aba46f7,"4,2,3,6,1",TRUE
5d0e9afde4651388eca72d0b6a19f7c3,08d18e875adb94d5a4102169ab887bfe,"4,2,3,6,8,1",TRUE
facc949a966e4ece24b5f0522299af44,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
72d3a8a277dd05fc9ecd2bbec3734ec6,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
6a05655e285925da1b255c84075ff65b,652894f9fbf4e40ad44724b0464fd8d6,"4,2,3,6,1",TRUE
ad5c54473733a8e4f7710a541b04e1c8,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
3936a2ef5578592274fdc0b7397c81ed,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
7c8aef0f4e35b61da6f58e7bfc035cee,4dcbbb0357b98e8c89f88023c5dc5554,"4,2,3,6,10,1",TRUE
3c34b630cc60fd05785ff6ac4fd70394,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
cc74b143c0012d3673a2ce2cb14a4bac,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,1",TRUE
2b29d05464e68786ded4374ed7a42eb1,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
23815f4e8e0f3b705b715aac80cef377,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
3fc612371db864bc2c86f532c9528910,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
4d5768d3fb90c637de162299adb5f989,0af205605749e802178916b15042cab1,"4,2,3,6,1",TRUE
b3a4b9b694aa450d6de48b3e33aac6da,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
243438375f35fcf4b1f3c68dd05781e8,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
f5b0612f4316676361f59eb3132d407d,c33cdd46252a7c46950616a25a93ee6b,"4,2,3,6,1",TRUE
3951f837f7c80cfd1f206e26aa837ff6,69be07476c613fe6f924a70753c952f8,"4,2,3,6,1",TRUE
9ed72e4f6dc458f384992a027d4b796d,768091c8b4997507baae7331c1335d16,"4,2,3,6,1",TRUE
af2bcef4f07e757a94451cbf0732080f,b6621154fb9cb795bd92e49d0a94e780,"4,3,6,10",TRUE
99bfbf74e9da36d4c667cc981d443bb4,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
fd7d5ff8a8a04330098e5239a19d5355,956ad2d2939099a2185452a31071f22e,"4,2,3,6,1",TRUE
3b622d3e54411863b67d78c6c9d5a7c2,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
44c2e97d70d27cf002c750cfacdfa43a,0daf176f605de24c0f8b64c990a9bdae,"4,2,3,6,1",TRUE
1bbb22481319ff600bfaf1cc8f55910a,964b8b0a533a4160c095e0897aba46f7,"4,2,3,6,1",TRUE
9f7fac7e1929154039bb294ceab9fe90,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
809193978ed97d75b9375345c5942ee8,355ebb57388a73d2c0f1dc09f5e75292,"4,2,3,6,1",TRUE
1d1f14a7ea39808516c89db61940267a,51e586932d12f91c6a2e9f3c4c56b455,"4,2,3,6,1,8",TRUE
7a0c72a7dd7f56058972e0f9041e6127,51e586932d12f91c6a2e9f3c4c56b455,"4,2,3,6,1,8",TRUE
1e71ceb0d08ed6035fcd83fc8b45f653,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
1c0f62045350a58e1ad92130d1649812,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
99f759967b9189cabffbf89e4c7d62f6,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
2688db221c26eff45b61039bd5996594,652894f9fbf4e40ad44724b0464fd8d6,"4,2,3,6,1",TRUE
d9116ce4cc54273f8e59c3e23eaef58b,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
3cacc6bdf67c0e13775c76a255412760,3366103b0c7aba03ee4008371da7d31d,"4,2,3,6,1",TRUE
6b00d00e3969e5bf8ded88a0cad36658,956ad2d2939099a2185452a31071f22e,"4,2,3,6,1,8",TRUE
c4cbb7f0563c21fa7ffeb5157e8cb31c,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
97fe75f666f8015e0e35414f1d6969e4,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
e879ac564e223c1e76d145778a44811c,f5643dbbdf7b59799e1df26c96b0d4b3,"4,5,2,3,6,7,8,1",TRUE
f093fefc1248d724346cd2d7e103e838,956ad2d2939099a2185452a31071f22e,"4,2,3,6,1,8",TRUE
c3a59090e573adc2a3d98063759e1724,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
f30fd4903858e20bd5c9d40d28299a6a,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
a3e6e42fad475bbab5da9ae584b7138d,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
83194a4bcf9967e539670ace0cd72648,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
8d3a6d1e0e0fb120c72f894e1be20975,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
de5f57d35da8ffc498c46957771f1840,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
ce96d78f82d6201ecf58688a14a7f2c3,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
ec37cfa848eb0bedf5b4a6ef9bd75453,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
6a4ed4f3a938398f9ce2960a5f65c5e6,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,1",TRUE
6da87affa2954f27355df57e90399854,0c4b9f6a19410620a6620a24c2bf4d49,"4,2,3,6,1",TRUE
dca7e6d1a432fed546db7d5e8a1b6166,964b8b0a533a4160c095e0897aba46f7,"4,2,3,6,1",FALSE
853ce0245bbed0ee995820f51e32e630,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
e5becec2d856cdf05a570dcf067290a3,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
79a3b022bb192248dd943dbf22adcbc2,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
91944cbe950d2e38f829997e2a2a0700,e8b9aa1927d352c4af04738164bf7f61,"4,2,3,6,1",FALSE
6e3898cecae024e7c7f7ac356d6aef39,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
56acc0e49033feb1cd5811c539f4c6f5,964b8b0a533a4160c095e0897aba46f7,"4,2,3,6,1",TRUE
52e2909694cd32c1671ee4da65e47518,51deea4867472642fba67a586d8c8060,"4,2,3,6,1",TRUE
4095df59bb3decc494b53490c56485eb,c4d7a501d7b4e7b2002b2f269c0e5b86,"4,2,3,6,1",TRUE
cf99bbebe6a326218e19abbe4c1ed6f9,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
c06cc6054f4f64ec4687163682f8cb33,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
cdf1115f9b38a6576e9f9b2d433f0707,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
315b5c0374a1c7f46852fc276c01bb2f,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
38a4a9077e62a6fa70bb59c2b694dba2,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
0c6a64e20374d06e3f96b3514e61a9b2,51deea4867472642fba67a586d8c8060,"4,2,3,6,1",TRUE
96c3a7bbda3546cfb8ba2650b02bb1ee,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
2a47e9ff7d55b189455bf41494aec53d,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
e1f6fedff7b07e2ae5005a998846daa5,be7d44c22dc2612758a6998ecc474301,"4,2,3,6,1",TRUE
9f62dd788831de44e514a1a3316dd469,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,1",TRUE
b7396c287f49f587233f5872185a3faf,08d18e875adb94d5a4102169ab887bfe,"4,2,3,6,8,1",TRUE
6e0352c3fafdc2c95801b60fd8ac1704,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
fe4b768245c977ad22f8b6c389df00db,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
23c8535bba01cd431f8de80c5708bb47,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
ed5fa4ed3bcc7a4544e2e7c56a6c4bb9,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
8ad3f50f6d14c49093204afc0f9c68fb,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
1d024babe2149614cd928bb9ea59596d,760bfb32764543e68d2a53fa6c06fb42,"4,2,3,6,1",TRUE
768738652a2b8b9da4adedc075adabd4,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
30f47deb974358634a635b4ec3cbad29,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
357add60e869f8d30120baea08d9a332,956ad2d2939099a2185452a31071f22e,"4,2,3,6,1,8",TRUE
45fc6a8d685e1cb0137b986b76a242a2,e8c530d681ff6860afbf3fab4e4fc541,"4,2,3,6,1",TRUE
a1595f27ecce2f44f65ffde4b4e93b27,cb12aece5ba4ae61c7d2fbfdd999927b,"4,2,3,6,1",TRUE
620772004d0c77379c1e7761cd9b1896,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
db9b85c5999be6c36a86470a9197d27b,d9ae086a9a55a762dc5713a90c32b6f5,"4,2,3,6,1,10",TRUE
9a1727c083d9e93bbea5fd584e225673,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
3a8f68a3a6e05a41985b06649da88273,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
6cbd7320eae8acc812a2bf49fa8a3ba1,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
32270bc90e80e8faec07d60b8b9c00ab,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
cd6c1cdfdb3f1faa09a02dbfa98cafc1,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
def613c57cb23f91fd296a2013927a2f,85aa9178b923fa1878ad86a0aaf847b8,"4,2,3,6,1",TRUE
4f224a80fa876bb9c18bee5e1f4cd660,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
8429e08b33f124dcf3e36834659653ff,cb12aece5ba4ae61c7d2fbfdd999927b,"4,2,3,6,1",TRUE
133f7d7480b0b5186a032d2216e3a127,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
0e462b2bdf43974aca6469fb2f3fd7a8,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
c84882599dda5105d87dd9ecdf5c0a37,392954b32badb6c290375476eaf494ce,"4,2,3,6,1",TRUE
a8a55e7f8131cb0078baee904cfe0a46,956ad2d2939099a2185452a31071f22e,"4,2,3,6,1,8",TRUE
51b906e96e90bfa1a93c782cad533565,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
a421cc4a4cd2f0d83ee1242810fdb389,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
48b92c95aae42cf11a53bd60913de424,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
d5443cd88327d9c7e5382a5b0e6b529f,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
a7bb3f18e4b78badaa592862d8aaa511,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
aad927790030bbdef61d48b4cbe6e3f6,964b8b0a533a4160c095e0897aba46f7,"4,2,3,6,1",TRUE
7ab4559db252a8384c4fb5b23ff189f0,ec1e957cb0612f18907a44ddceb84fa6,"4,2,3,6,1",TRUE
27f9cd90571af905d1a6fdeff5c7b30f,ec1e957cb0612f18907a44ddceb84fa6,"4,2,3,6,1",TRUE
0a174acede3e3119f70a839b5a4dae32,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
df66dd164a6f26eeffc15d854af74295,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
c23bce8bb0cd9bf0c6e5a7116b5e8584,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
5fac1922103d42a2a1889db0c6c9d7e3,bb8cd9e2ed246193f08afb2ec73532da,"4,2,3,6,1",TRUE
6647b6b5533b42e722cd8456478b4774,5cd24805bcfe1b5bb39ca113a66dcb44,"4,2,3,6",TRUE
bf175e383b1ebcf91c23b68f0be77859,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
c86c6d0ff9c5c2270bf6824bed667fc7,964b8b0a533a4160c095e0897aba46f7,"4,2,3,6,1",TRUE
5e088ccd1ded726f6373395bdff79fcb,4dcbbb0357b98e8c89f88023c5dc5554,"4,2,3,6,10,1",TRUE
1c1a22e768e1dffe7aae4239671016a2,42127c729dd1871f500f9c583c4a30dd,"4,2,3,6,1,9",TRUE
a27e3129e4b04e853aa8ff1e249104e2,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
4878a1cc1758dc6bd70272a9f22039f3,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
4d497d0ee55446b1cd4153d8388c4ad7,51deea4867472642fba67a586d8c8060,"4,2,3,6,1",TRUE
82ea93520eaaac9ad8fd74fbf6703206,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
38f9f1634a179f5f15dba4616ac9905e,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
aa6600cfd2e5286d858cc43a27ceeb28,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
6edc949848b5c54908d289dd342ad1f3,5da4c6fdc1736044414e40ffd1425665,"4,2,3,6,1,8",TRUE
b54e659e455668a17e55588b371d2a1c,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
ec130b7eba84e7083559a1764cbdb1cd,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
a9bbaa448c0083706a50ba3f582e0921,b4b26ee32f17f547e8969285d278ec78,"4,2,3,6,1",TRUE
f88d855ae5ea1ae1c8a686171be9d2af,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
2e6ffe9f760fd5dc12c9fbf0fdde5871,b475efb500f6079448ab7572479f3f80,"4,2,3,6,1",TRUE
4021309b803e403e3189c265461fbe2c,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
e82ded624b91460a900e4a7703a26fca,c33cdd46252a7c46950616a25a93ee6b,"4,2,3,6,1",TRUE
1e424bee2c3221b083e306a8c8619799,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
fcb1f61a5dc5873cb11fbbfc7a784c8e,51deea4867472642fba67a586d8c8060,"4,2,3,6,1",TRUE
ddd82d686b92933f80684b7744584de7,d63cdc08d52e02e1b82fc40e8377eb77,"4,2,3,6,8,1",TRUE
e698a664a4a179e9a56eea13a611aceb,51deea4867472642fba67a586d8c8060,"4,2,3,6,1",TRUE
61f4db92d1f645a32fe2d8c2d4906f29,e24c78c5edf157928d3c98fad53e7bc5,"4,2,3,6,1",TRUE
880625276c8a3dbb5f57cca28c83911d,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
1de2b0407387a7e2780e8474df05205b,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
80add9228f1e4fc49499c12577dfabdf,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
e421ef57d91b9abddea884c4f34f2f89,c33cdd46252a7c46950616a25a93ee6b,"4,2,3,6,1",TRUE
75e51d7631cdb38dfc342eea3bc8cfa7,e8c530d681ff6860afbf3fab4e4fc541,"4,2,3,6,1",TRUE
d8d34f9978ce97b42c5603b7206b6598,e8c530d681ff6860afbf3fab4e4fc541,"4,2,3,6,1",TRUE
07fd2ad55505ade477c22978bfea58c1,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
e822bd116dfd4e373541b38fea426f7c,3366103b0c7aba03ee4008371da7d31d,"4,2,3,6,1",TRUE
8abc680185abeb566fd118c6b1b8bf06,d9ae086a9a55a762dc5713a90c32b6f5,"4,2,3,6,1",TRUE
753dcdbe642d64bd4625f52c8cffab5d,51deea4867472642fba67a586d8c8060,"4,2,3,6,1",TRUE
389029ceff89df49d1059466b4c07eea,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1,10",TRUE
d1a28d33446241427ebcf08bc2ae9a7e,cb12aece5ba4ae61c7d2fbfdd999927b,"4,2,3,6,1",TRUE
cc817e5a9747cc2400fef1076efb019e,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
03e7d9688f143b262cba1bbd91ea4f00,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
e801563405ccb3cbeac13c8cd708fb7d,42127c729dd1871f500f9c583c4a30dd,"4,2,3,6,1",TRUE
8914430ddef220cbb6831be08aaae31e,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
503bbf89f56ca359586ce57ec340cee9,964b8b0a533a4160c095e0897aba46f7,"4,2,3,6,1",TRUE
94bb47dec44ec5d9181ae6af28dd2a8d,f6cb22d79433bcaf272417d90a99d424,"4,2,3,6,7,1",TRUE
9e22145e5be7910a2f520cb8c78681ea,956ad2d2939099a2185452a31071f22e,"4,2,3,6,1,8",TRUE
cd60fa3f13613f097ebe8d63d4396e29,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
49d7adde0ccdfe2874a25017cf6606b5,f6cb22d79433bcaf272417d90a99d424,"4,2,3,6,7,1",TRUE
aaaf6c0b2ed95e2910571758ac8ca1ef,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
b2e2a21648b182cf8f57de3b880dc43b,652894f9fbf4e40ad44724b0464fd8d6,"4,2,3,6,1",TRUE
040bbb7e1a00f1d712425fef74a271fa,e8b9aa1927d352c4af04738164bf7f61,"4,2,3,6,1",TRUE
796183d5cc8932ecd42ad9972a14c714,3366103b0c7aba03ee4008371da7d31d,"4,2,3,6,1",TRUE
a7eeeda614534dfa3ebf77a987f7b7aa,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
32378251c722601a0e385d1aee3fc9f3,d9ae086a9a55a762dc5713a90c32b6f5,"4,2,3,6,1,10",TRUE
34717f66cebd027d720d8f90b7168005,1d7b8a34d35bb07bc2f38523d958299d,"4,2,3,6,1",TRUE
02052231bc0e52d6eaf12895195bd081,f723ce15197189561d1a05725f198b5d,"4,5,2,3,6,7,1",TRUE
d029a15bbd64551c1b57a818cc3ef141,c4d7a501d7b4e7b2002b2f269c0e5b86,"4,2,3,6,1",TRUE
