status_id,status_member_id,status_date,status_content,status_replies,status_last_ids,status_is_latest,status_is_locked,status_hash,status_author_id,status_author_ip,status_approved
35,198,1333180272,Nothing can not be achieved without devotion,0,a:0:{},FALSE,0,c69ddbb8d76ecded2c52bb53b500c97e,198,107.41.134.34,TRUE
36,198,1333180570,A new society can not be achieved without devotion,0,a:0:{},FALSE,0,60e42411fee43e2048f62e69cb54f245,198,107.41.134.34,TRUE
37,143,1333702479,Be back Sunday&#33;,0,a:0:{},FALSE,0,f5cb703412444c65328d8ed2b88044f4,143,64.189.76.149,TRUE
45,143,1334337026,Be back sunday/monday,0,a:0:{},FALSE,0,52ad010196c95e4a43d89bdbb5cff737,143,64.189.76.149,TRUE
46,130,1334388556,Next article in La Conquista del Estado should be ready by Tuesday.,0,a:0:{},FALSE,0,7bb447374a2ee362e2b4c9c5fbeaec01,130,24.92.125.206,TRUE
47,143,1334732517,Destroying alien planets is just how I relax.,0,a:0:{},FALSE,0,7abdf6fc3877af3e9550b151118f165b,143,64.189.76.149,TRUE
48,143,1334867923,I might be inactive for quite some time.,0,a:0:{},TRUE,0,8f32ca4fb0c225333f703b980bcb3e75,143,64.189.76.149,TRUE
49,161,1334887766,"Trying to think of a more descriptive ideological term than &quot;Conservative Revolution&quot;. I mean, that&#39;s everyone here, apart from a few.",3,"a:3:{i:1338862771;a:4:{s:8:""reply_id"";s:2:""11"";s:15:""reply_member_id"";s:3:""246"";s:10:""reply_date"";s:10:""1338862771"";s:13:""reply_content"";s:84:""I prefer the &quot;counter-revolution&quot;, but perhaps that&#39;s splitting hairs?"";}i:1340758425;a:4:{s:8:""reply_id"";s:2:""17"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1340758425"";s:13:""reply_content"";s:40:""Traditional(ist) Socialism/Distributism?"";}i:1341134978;a:4:{s:8:""reply_id"";s:2:""18"";s:15:""reply_member_id"";s:1:""7"";s:10:""reply_date"";s:10:""1341134978"";s:13:""reply_content"";s:134:""Liberals academics like Anthony King/ Fareed Zakaria/ Robert A. Dahl/ Douglas Holmes/etc  use the term &#39;counter-enlightenment&#39;"";}}",FALSE,0,e1829d4e1e9cf4c4ae2cd309f1eea264,161,50.66.9.47,TRUE
50,130,1335132068,~Malvinas Argentinas~,0,a:0:{},FALSE,0,e48a5b3ccaa3f9d197ee74ba1d9b3366,130,24.92.125.206,TRUE
291,335,1350251815,"IT HAPPENS, BRAH.",0,a:0:{},FALSE,0,c808791373ec374e0352e92324925751,335,146.135.1.3,TRUE
68,16,1340067377,Je me sens las.,1,"a:1:{i:1340505368;a:4:{s:8:""reply_id"";s:2:""14"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1340505368"";s:13:""reply_content"";s:28:""An extra coffee never hurts."";}}",FALSE,0,9f79bde75ba345f26d3cd1ee344e420c,16,92.151.247.86,TRUE
69,267,1340166757,Glad to have found this forum. The more I read the more I feel like I have found allies in our struggle.,0,a:0:{},FALSE,0,b6d58404e8a1347875238fc81a6adbf4,267,76.120.35.28,TRUE
54,130,1335463857,Deserters = Traitors. Boia Chi Molla.,0,a:0:{},FALSE,0,e60a0797af21223b4257e2318649dbe5,130,24.92.125.206,TRUE
55,130,1336931073,99% of those who say they love their country don&#39;t mean it. They like their country. They think it&#39;s pretty cool to hang out here. But love? No. Only those that devote their lives to the service of the Fatherland truly love their country.,0,a:0:{},FALSE,0,696e09cdb7febd47d790d5fe737001ac,130,24.92.121.41,TRUE
56,198,1337141606,If you have enemies than that means you stood up for what you believe in,0,a:0:{},FALSE,0,4a19d2600ff242e62b4c9af3daff2222,198,173.105.79.203,TRUE
57,198,1337141613,If you have enemies than that means you stood up for what you believe in,0,a:0:{},TRUE,0,4a19d2600ff242e62b4c9af3daff2222,198,173.105.79.203,TRUE
59,130,1338266224,â€œI have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I&#39;ve bought a big bat. I&#39;m all ready you see. Now my troubles are going to have troubles with me.&quot; --Dr. Seuss,0,a:0:{},FALSE,0,f51e46f4699c77199b9ac794282ff6a5,130,67.10.204.28,TRUE
63,130,1339368079,"Nationalism is something more than simple words. It&#39;s uncompromising, it&#39;s struggle, it&#39;s consistency, it&#39;s friendship, it&#39;s solidarity, it&#39;s fraternal aid, it&#39;s organic, it&#39;s natural. It is life as it was meant to be.",0,a:0:{},FALSE,0,8c1400ed8bbe69fe39d43cc0c811a44e,130,67.10.204.28,TRUE
60,54,1338322358,"It is our goal to defeat senseless violence with righteous violence, so we may harness the creative power of war as well as its destructive power.",0,a:0:{},FALSE,0,a66abc4595f7472b537a95fe4430ea7f,54,75.57.124.113,TRUE
61,246,1338864042,"I think if you asked the man on the street just what the hell freedom actually means, he&#39;d give you one of two answers. Either he&#39;d admit to not knowing, which is telling; or he&#39;d say it&#39;s the ability to do whatever one pleases-which is terrifying&#33;",0,a:0:{},FALSE,0,b7f96ca63d7a45ff623e78748ebc4af4,246,71.54.72.205,TRUE
62,130,1338904072,Memorial Day thread turned into a real shitshow. I&#39;m gonna burn a map of Europe in protest and post it on Youtube.,2,"a:2:{i:1339245672;a:4:{s:8:""reply_id"";s:2:""12"";s:15:""reply_member_id"";s:3:""246"";s:10:""reply_date"";s:10:""1339245672"";s:13:""reply_content"";s:56:""Who do you think is more to blame? SoG, NSP, or FascCap?"";}i:1339368039;a:4:{s:8:""reply_id"";s:2:""13"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1339368039"";s:13:""reply_content"";s:156:""NSP is at least ideologically serious.<br />FC is a running joke, so I&#39;d expect him to do that.<br />I&#39;d blame SoG and his autism for that shitnado."";}}",FALSE,0,c67d5895c54aa102cf7380f302f9f6f0,130,67.10.204.28,TRUE
64,265,1339454924,&quot;Inactivity is death.&quot; -Benito Mussolini,0,a:0:{},FALSE,0,b4b8f79cbdc5d1a0ce03e856b750f98e,265,174.63.74.146,TRUE
65,265,1339454926,&quot;Inactivity is death.&quot; -Benito Mussolini,0,a:0:{},TRUE,0,b4b8f79cbdc5d1a0ce03e856b750f98e,265,174.63.74.146,TRUE
66,246,1339455574,"It really is criminal how little recognition Tecumseh gets today. The man was a visionary, a warrior, and a charismatic leader who almost broke the United States.",0,a:0:{},FALSE,0,950cc08ddeaf96eda1f91d06db01875e,246,71.54.72.205,TRUE
70,246,1340252556,"The man who builds his own house, grows his own food, ferments his own wine, splits his own wood, and makes his own tools-this man is free&#33;",0,a:0:{},FALSE,0,6fac0535576baa8693e4f5263a816a65,246,71.54.72.205,TRUE
71,287,1340493150,Hello there.,1,"a:1:{i:1340505390;a:4:{s:8:""reply_id"";s:2:""15"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1340505390"";s:13:""reply_content"";s:27:""I bid you welcome, brother."";}}",TRUE,0,34435b095b387b240b04def7cfaff7e3,287,201.231.128.155,TRUE
105,67,1343242937,Distributism wants liberty. Liberty is best represented in economy by self-sufficiency. Self-sufficiency of the individual and self-sufficiency of the country.,0,a:0:{},FALSE,0,d471d861ddfadfa40043a1d1d387402d,67,174.93.146.219,TRUE
76,130,1340574052,We&#39;re being invaded by pseudolibertarians and WP-tards. Wtfx,6,"a:3:{i:1341484429;a:4:{s:8:""reply_id"";s:2:""21"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1341484429"";s:13:""reply_content"";s:61:""Well, we must stop the hordes of invaders one way or another."";}i:1341724679;a:4:{s:8:""reply_id"";s:2:""22"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1341724679"";s:13:""reply_content"";s:135:""Well they&#39;re retards for the most part, they tend to leave when they see this forum operates at an 11th grade level at the minimum."";}i:1341731822;a:4:{s:8:""reply_id"";s:2:""24"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1341731822"";s:13:""reply_content"";s:12:""True enough."";}}",FALSE,0,9f88482eea711f6e206eb9f99030dc3d,130,186.82.153.198,TRUE
106,67,1343365292,"I hate seeing everyone close to me, those I love, fall into degeneracy and it is I who is the one being spit at the face for trying to change things. The time for a revolution as come.",2,"a:2:{i:1343540314;a:4:{s:8:""reply_id"";s:2:""50"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1343540314"";s:13:""reply_content"";s:4:""Amen"";}i:1343541607;a:4:{s:8:""reply_id"";s:2:""51"";s:15:""reply_member_id"";s:2:""67"";s:10:""reply_date"";s:10:""1343541607"";s:13:""reply_content"";s:99:""I have never been this disappointed by my closest friend. God, after that they call me a pessimist."";}}",FALSE,0,1dd00b608113d3333368020d23427306,67,174.93.146.219,TRUE
80,302,1341192540,Questions,0,a:0:{},FALSE,0,6ce3bdc39e544725038e0e87b771db1e,302,77.180.79.20,TRUE
81,302,1341230067,"The state is watching me. on the 02.07 they will try to correct  me, like a stupid machine.",0,a:0:{},FALSE,0,772605fdb0f7be171238c7931dd71807,302,93.129.210.12,TRUE
82,302,1341230089,"The state is watching me. On the 02.07 they will try to correct me, like a stupid machine.",0,a:0:{},FALSE,0,c7c3c21f3333802afc7e49376820638d,302,93.129.210.12,TRUE
83,302,1341239652,The conversation was ok,0,a:0:{},FALSE,0,56979d7582c874dfa65e596727fbb019,302,93.129.210.12,TRUE
84,302,1341242883,No order without chaos,0,a:0:{},TRUE,0,e68513a16c0c09c6874fe38bd2d4561d,302,93.129.210.12,TRUE
107,161,1343404550,"As a Christian, Matt Cardin&#39;s short story &quot;The New Pauline Corpus&quot; is one of the most worrying things I have ever read.",0,a:0:{},FALSE,0,d19122051eb30efcaaaa7ccdb5d17575,161,50.66.9.47,TRUE
89,283,1341440250,"The time will come, when people will glorify violence and barbarity&#33;&#33;",2,"a:2:{i:1345034023;a:4:{s:8:""reply_id"";s:3:""138"";s:15:""reply_member_id"";s:3:""342"";s:10:""reply_date"";s:10:""1345034023"";s:13:""reply_content"";s:12:""I only hope."";}i:1348186701;a:4:{s:8:""reply_id"";s:3:""174"";s:15:""reply_member_id"";s:2:""67"";s:10:""reply_date"";s:10:""1348186701"";s:13:""reply_content"";s:50:""And gentlemen pistol duels. Would be entertaining."";}}",FALSE,0,f42afebdeb9b7152a5d43bc09eb44afc,283,141.237.105.102,TRUE
90,67,1341464741,Tolerance is Spiritual Nihilism,0,a:0:{},FALSE,0,f7f713d801fc047659480397c163561a,67,174.92.216.80,TRUE
94,298,1341878302,&quot;If I advance; follow me&#33; if I retreat; kill me&#33; if I die; avenge me&#33;&quot; - Benito Mussolini,0,a:0:{},TRUE,1,8e75a75341405b92e2e932b0b3f2f6a4,298,74.98.229.154,TRUE
91,54,1341567259,We could cut through the bullshit and just add a profile section for Penis Size.,2,"a:2:{i:1341725031;a:4:{s:8:""reply_id"";s:2:""23"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1341725031"";s:13:""reply_content"";s:44:""The woman-hating is reaching epidemic levels"";}i:1341737769;a:4:{s:8:""reply_id"";s:2:""25"";s:15:""reply_member_id"";s:2:""54"";s:10:""reply_date"";s:10:""1341737769"";s:13:""reply_content"";s:236:""An unemployed man in his twenties wondering why he canâ€™t meet a kind intelligent girl as he wipes grease onto his pants and types a blog post about how American women are fat ugly feminist whores, with Redtube open in the adjacent tab"";}}",FALSE,0,3556ca17ff476089acd3d8c7fb8af7e4,54,75.56.60.44,TRUE
95,67,1341956381,Muh Empire.,14,"a:3:{i:1342204336;a:4:{s:8:""reply_id"";s:2:""43"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1342204336"";s:13:""reply_content"";s:74:""I will be sure to drink a fine German wine while the onslaught progresses."";}i:1342204452;a:4:{s:8:""reply_id"";s:2:""44"";s:15:""reply_member_id"";s:2:""67"";s:10:""reply_date"";s:10:""1342204452"";s:13:""reply_content"";s:32:""Meh, Muslim blood by the bottle."";}i:1342321853;a:4:{s:8:""reply_id"";s:2:""46"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1342321853"";s:13:""reply_content"";s:18:""Muh Eurocaliphate."";}}",FALSE,0,cbe8021c2de604e7697a7ee40862330c,67,174.92.216.80,TRUE
96,54,1341996862,timid little girls she never put fairies on the summer gathering place for the Nazi elite,0,a:0:{},FALSE,0,8e648352ea6e9c0105b9c229c74ad83e,54,75.57.125.210,TRUE
99,130,1342117920,"Nominate me, Boia Chi Molla, for Black Corps status. I will purge this forum of the traitors and theives, bringing upon a new era of /d/ominance. I swear I&#39;m not JIDF.",6,"a:3:{i:1342132778;a:4:{s:8:""reply_id"";s:2:""29"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1342132778"";s:13:""reply_content"";s:21:""JIDF detector active."";}i:1342748539;a:4:{s:8:""reply_id"";s:2:""48"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1342748539"";s:13:""reply_content"";s:45:""FasCap totally got his idea from me. Totally."";}i:1342748594;a:4:{s:8:""reply_id"";s:2:""49"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1342748594"";s:13:""reply_content"";s:29:""I truly wonder how old he is."";}}",FALSE,0,8ecebf1306970a06e599c6a188d621b6,130,24.92.125.46,TRUE
100,130,1342316544,&quot;Forget your lust... and rich man&#39;s gold... all that you need... is in your soul...&quot;,1,"a:1:{i:1342321747;a:4:{s:8:""reply_id"";s:2:""45"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1342321747"";s:13:""reply_content"";s:14:""Lynyrd Skynyrd"";}}",FALSE,0,ab7ecf551b91d8ca2058e9dcc7ab3fa3,130,24.92.125.46,TRUE
103,67,1343074161,"Pride is a sin. We should not strive to be proud, we should strive to be good. Let&#39;s put this feel-good egoism aside for once.",0,a:0:{},FALSE,0,084ee8455318e233f02e0bcc582cb526,67,174.93.146.219,TRUE
108,130,1343541776,"Canada and America: United in Struggle. One people, one future.",2,"a:2:{i:1343749606;a:4:{s:8:""reply_id"";s:2:""53"";s:15:""reply_member_id"";s:2:""67"";s:10:""reply_date"";s:10:""1343749606"";s:13:""reply_content"";s:60:""United in struggle. Two people, one future. Just sayin&#39;."";}i:1344094638;a:4:{s:8:""reply_id"";s:2:""60"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1344094638"";s:13:""reply_content"";s:2:"";)"";}}",FALSE,0,a57e308f17e73d5bc5ec7f1cf864ff89,130,24.92.123.19,TRUE
109,67,1343709703,"Working for Reaktion now. Sweet as fuck, but God, I really need to make a plan before writing anything, or I will make a total mess.",1,"a:1:{i:1344094735;a:4:{s:8:""reply_id"";s:2:""62"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1344094735"";s:13:""reply_content"";s:11:""Ditto<br />"";}}",FALSE,0,60a2966792f843400dda2e4545b09341,67,70.53.238.238,TRUE
112,335,1343931269,War is beautiful.,1,"a:1:{i:1343978139;a:4:{s:8:""reply_id"";s:2:""55"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1343978139"";s:13:""reply_content"";s:27:""Ich liebe der Totale Krieg."";}}",FALSE,0,848be4c07c123e83b9c0d23e812962be,335,146.135.1.3,TRUE
113,246,1343944094,Too many damn Nazis around these parts...,1,"a:1:{i:1344094710;a:4:{s:8:""reply_id"";s:2:""61"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1344094710"";s:13:""reply_content"";s:8:""I reckon"";}}",TRUE,0,0d9077b96a866b5c572b64afa1fdb5be,246,71.54.73.218,TRUE
111,329,1343922188,Boats &amp; hoesâ€”,0,a:0:{},FALSE,0,bd61d513d0afa90f6e59cd09b57647b8,329,174.96.38.22,TRUE
115,338,1343964508,Imma get me sum hot gringo ;D,1,"a:1:{i:1343970810;a:4:{s:8:""reply_id"";s:2:""54"";s:15:""reply_member_id"";s:2:""67"";s:10:""reply_date"";s:10:""1343970810"";s:13:""reply_content"";s:68:""That&#39;s quite an attitude you have, miss. You are a man for sure."";}}",TRUE,0,eab3df0b2e449e3ae613bb96ec7ecafc,338,201.165.177.97,TRUE
116,335,1344033676,"Formally warned. Oh me, oh my.",3,"a:3:{i:1344033806;a:4:{s:8:""reply_id"";s:2:""56"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1344033806"";s:13:""reply_content"";s:169:""Well, it could have been worse. Try to be less hostile or at least save your hatred and disgust for later and strike them mercilessly, yet justly when the time comes. ;)"";}i:1344034062;a:4:{s:8:""reply_id"";s:2:""57"";s:15:""reply_member_id"";s:3:""335"";s:10:""reply_date"";s:10:""1344034062"";s:13:""reply_content"";s:141:""I hadn&#39;t actually realized I was breaking rules; I thought the person was here for the sake of trolling and nothing else, so, confronted."";}i:1344084274;a:4:{s:8:""reply_id"";s:2:""59"";s:15:""reply_member_id"";s:3:""279"";s:10:""reply_date"";s:10:""1344084274"";s:13:""reply_content"";s:72:""She&#39;s a friend of some other members. Not my kind of member, but eh."";}}",FALSE,0,f5a39848888e5aedba5b8dbacad6ecdb,335,146.135.1.3,TRUE
117,335,1344034223,"&lt;&lt;33 SeÃ±orita_Chinchilla13 Sent Today, 05:47 PM   Members 18 posts Ideology:national socialist Location:Mexicoooo, ayayay&#33;&#33;&#33;&#33; lol ZOMG you&#39;re so cuuute&#33;&#33;&#33; do you want to share ponny stickers with me??    Me so horny, i love you long time&#33;&#33;&#33;",0,a:0:{},FALSE,0,c791a9f6f6453902b39b647742d2898e,335,146.135.1.3,TRUE
118,335,1344034226,"&lt;&lt;33 SeÃ±orita_Chinchilla13 Sent Today, 05:47 PM   Members 18 posts Ideology:national socialist Location:Mexicoooo, ayayay&#33;&#33;&#33;&#33; lol ZOMG you&#39;re so cuuute&#33;&#33;&#33; do you want to share ponny stickers with me??    Me so horny, i love you long time&#33;&#33;&#33;",1,"a:1:{i:1344034248;a:4:{s:8:""reply_id"";s:2:""58"";s:15:""reply_member_id"";s:3:""335"";s:10:""reply_date"";s:10:""1344034248"";s:13:""reply_content"";s:23:""I contend I was right. "";}}",FALSE,0,c791a9f6f6453902b39b647742d2898e,335,146.135.1.3,TRUE
170,335,1345930310,"Guys, this forum is becoming more neo-nazi. You guys should be more ~~~diverse~~~.",4,"a:3:{i:1346106139;a:4:{s:8:""reply_id"";s:3:""159"";s:15:""reply_member_id"";s:2:""72"";s:10:""reply_date"";s:10:""1346106139"";s:13:""reply_content"";s:25:""No more race war? :&#39;("";}i:1346112178;a:4:{s:8:""reply_id"";s:3:""160"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1346112178"";s:13:""reply_content"";s:48:""How can we have a neo-nazi forum with no Whites?"";}i:1346231902;a:4:{s:8:""reply_id"";s:3:""161"";s:15:""reply_member_id"";s:3:""335"";s:10:""reply_date"";s:10:""1346231902"";s:13:""reply_content"";s:89:""There&#39;s just too much bigoted racism up here, man. We need more pr0gressive fascism. "";}}",FALSE,0,de05f7b0e48d14dd296e92917380ae46,335,146.135.1.3,TRUE
120,346,1344245994,:3,0,,FALSE,0,c6e3a9b362690a7f07dc22ba1ed7edaf,2,69.244.118.189,TRUE
121,346,1344246137,:3,0,,FALSE,0,c6e3a9b362690a7f07dc22ba1ed7edaf,72,112.205.14.93,TRUE
122,346,1344246157,:3,0,,FALSE,0,c6e3a9b362690a7f07dc22ba1ed7edaf,67,174.93.144.78,TRUE
123,346,1344246691,:3,0,,FALSE,0,c6e3a9b362690a7f07dc22ba1ed7edaf,298,173.75.31.128,TRUE
124,346,1344247336,:3,0,,FALSE,0,c6e3a9b362690a7f07dc22ba1ed7edaf,240,86.161.210.122,TRUE
125,346,1344247351,:3,0,,FALSE,0,c6e3a9b362690a7f07dc22ba1ed7edaf,4,86.4.47.94,TRUE
126,346,1344247364,:3,0,,FALSE,0,c6e3a9b362690a7f07dc22ba1ed7edaf,13,83.43.110.64,TRUE
127,346,1344247521,:3,0,,FALSE,0,c6e3a9b362690a7f07dc22ba1ed7edaf,246,71.54.73.218,TRUE
128,131,1344271374,"You said &quot;your type are not welcome here&quot; on that last post. Well, your type (genocidal racists, holocaust deniers, extremists, and warmongers) aer not welcome in this world.",5,"a:3:{i:1344346430;a:4:{s:8:""reply_id"";s:3:""107"";s:15:""reply_member_id"";s:3:""131"";s:10:""reply_date"";s:10:""1344346430"";s:13:""reply_content"";s:51:""equality pfffffft. &quot;Semitic Supremacism&quot;."";}i:1344382292;a:4:{s:8:""reply_id"";s:3:""111"";s:15:""reply_member_id"";s:3:""130"";s:10:""reply_date"";s:10:""1344382292"";s:13:""reply_content"";s:37:""&gt;represents entire civilized world"";}i:1344406567;a:4:{s:8:""reply_id"";s:3:""115"";s:15:""reply_member_id"";s:3:""336"";s:10:""reply_date"";s:10:""1344406567"";s:13:""reply_content"";s:125:""Go out and ask people if they support segregation and racism and I guarantee you the overwhelming answer will be &#39;no&#39;"";}}",FALSE,1,cfe0446e985b25315c683264c1249614,336,173.45.219.44,TRUE
129,7,1344272011,You&#39;re a racist psychopath,10,"a:3:{i:1344333422;a:4:{s:8:""reply_id"";s:3:""100"";s:15:""reply_member_id"";s:3:""336"";s:10:""reply_date"";s:10:""1344333422"";s:13:""reply_content"";s:181:""Nah, you can choose not to take your &quot;pride in race&quot; to the extreme of supporting ethnic cleansing. We are animals,to be sure, but we have a thing called logic and reason."";}i:1344334630;a:4:{s:8:""reply_id"";s:3:""102"";s:15:""reply_member_id"";s:1:""7"";s:10:""reply_date"";s:10:""1344334630"";s:13:""reply_content"";s:258:""Sorry, that is wrong. if you have principles, you you love something, then you should be morally prepared to do whatever is necissary to defend them - that or you don&#39;t believe in anything. If you do have principles you accept the responsibilites. <br />"";}i:1344334638;a:4:{s:8:""reply_id"";s:3:""103"";s:15:""reply_member_id"";s:1:""7"";s:10:""reply_date"";s:10:""1344334638"";s:13:""reply_content"";s:221:""You probably don&#39;t  have values so you wouldn&#39;t know - &#39;I am an anti racist - but only when it is comfortable for me and I am on the internet&#39; - this is why people here have been enclined to laugh at you. "";}}",FALSE,0,abcf1a66be27b94475b4d34fc4e8e38a,336,173.45.219.44,TRUE
