Convo No.,msg_id,msg_topic_id,msg_date,msg_post,msg_post_key,msg_author_id,msg_ip_address,msg_is_first_post
,20842,4962,1476161428,"<p>
 are you worried at all of being found by your mates or someone, now being in the military?
 </p>
 
 <p>
 what do you think if you were to get caught listening to that nasheed you posted earlier?
 </p>
 
 <p>
 you'll be straight fucked surely
 </p>",0,9217,76.3.3.219,1
,20843,4962,1476161544,"<p>
 I was 100% open about everything with the friends i made at training. They know about it all.
 </p>
 
 <p>
 They love me too cause im a funny guy
 </p>",0,7600,2600:1006:b120:bd28:ec43:d80e:d5c4:959f,0
,20844,4962,1476161799,"<p>
 fucking cheeky
 </p>
 
 <p>
 
 </p>",0,9217,76.3.3.219,0
,20845,4962,1476161859,"<p>
 Yea. I'd say the craziest shit and get away with it.
 </p>
 
 <p>
 
 </p>",0,7600,2600:1006:b120:bd28:ec43:d80e:d5c4:959f,0
,20846,4962,1476162013,"<p>
 my mate told me of a guy in his batallion who was caught calling somebody a nigger and almost was sent home..
 </p>
 
 <p>
 maybe it was because they were in benning?
 </p>
 
 <p>
 i plan on joining the navy to be a corpsman and go greenside to serve the marine corps
 </p>
 
 <p>
 basically all they do is load up on career experience and sit in the barracks, stitching up marines whenever they break each other
 </p>",0,9217,76.3.3.219,0
,20847,4962,1476162455,"<p>
 I was at benning for basic and gordon for AIT
 </p>",0,7600,2600:1006:b120:bd28:ec43:d80e:d5c4:959f,0
,20848,4961,1476163602,"<p>
 I'm currently contracting in Afghanistan and served as in infantrymen in both Afghainstan and Iraq. I'm always open to networking with people and all the better with fascist. If you are proposing actually starting a PMC than I'm not sure as an American how much involvement I can have because I assume you guys will be European based and I'm not sure how all these legal issues work. In any case if you feel comfortable telling me more I would certainly be interested in hearing what you guys have going on.
 </p>",0,12979,103.42.2.191,0
,20849,4961,1476164953,"<p>
 Oh wow, that sounds like fun. Well you are in luck because it will be based in America, most of us are American and currently they are taking care of everything that needs to be taken care of down there.
 </p>
 
 <p>
 We are looking at operating in Africa primarily - advising in or conducting counter terror ops, training divisions, strategic point security/defense, etc.
 </p>
 
 <p>
 We just need to work out a few of those legal issues which I am hoping are done within the next few weeks, and then I am meeting with potential clients in February so I will have more information for you then about the nature of our work as well as location. We have enough money, not an extremely large sum but enough to get it started, easily.
 </p>
 
 <p>
 
 </p>",0,9668,50.66.175.191,0
,20850,4961,1476165670,"<p>
 Very nice. I plan on staying in this line of work for awhile so it's good to hear that you guys will potentially be up and coming soon. My military background is pretty humble, lower enlisted and standard airborne infantry. I can do the basic infantry stuff and can certainly assist with training. Definitely keep me in the loop with whatever you have going on because should I have the opportunity to work with like minded people I would certainly take it.
 </p>",0,12979,103.42.2.191,0
,20853,4961,1476193902,"<p>
 Great, I'm very happy that you're interested. I will definitely let you know as things develop, however like I said that'll be sometime in late January or early February when I'll have more information for you.
 </p>",0,9668,50.66.175.191,0
,,,,,,,,
,22015,5130,1484701244,"<p>
 Whats going on brother? What borough of Jew York do you live in?
 </p>",0,13110,173.63.240.87,1
,22019,5130,1484703161,"<p>
 I used to live in Queens, I actually live in North Jersey rn but commute to Manhattan and Bronx for college every day
 </p>",0,13861,24.190.62.167,0
,22020,5130,1484703181,"<p>
 I just tell everyone I'm from the city cause it's easier.
 </p>",0,13861,24.190.62.167,0
,22021,5130,1484703268,"<p>
 Where at in North Jersey? I live near Summit.
 </p>",0,13110,173.63.240.87,0
,22022,5130,1484703319,"<p>
 Paramus
 </p>",0,13861,24.190.62.167,0
,22023,5130,1484703483,"<p>
 No way. I've actually been trying to relay with some people around us but we live in the most Kosher part of the United States so it makes it hard to find fellow Fascists. Are you into Paramilitary shit at all?
 </p>",0,13110,173.63.240.87,0
,22024,5130,1484703912,"<p>
 I'd be curious about it, I wan to enlist in the French Foreign Legion after uni,
 </p>",0,13861,24.190.62.167,0
,22026,5130,1484704165,"<p>
 Would you ever be interested in meeting up? I know you're brand new to the forum, but if you're serious about your ideology, I'm trying to extend a liaison for Ethnic Europeans and meet up with some guys. I'm in my last year of High School and I'm enlisted in the Marine Corps, so I've been looking to make some local connections before I ship out.
 </p>",0,13110,173.63.240.87,0
,22027,5130,1484704769,"<p>
 I'm down to meet like minded people. I could take you to some college parties before you're out if that's your thing too, I know some people in our movement steer completely clear from that sort of thing.
 </p>",0,13861,24.190.62.167,0
,22028,5130,1484704934,"<p>
 Ha once in a while I'm down for parties. Aren't most NY colleges just like blownout leftist cesspools though? What school do you go to? And whats your major?
 </p>",0,13110,173.63.240.87,0
,22029,5130,1484705010,"<p>
 I go to Fordham and I'm infosci.
 </p>
 
 <p>
 This school has two campuses, the Manhattan one which is basically cancer incarnate, it's almost funny looking at everyone there and the Bronx one which is much more tolerable.
 </p>",0,13861,24.190.62.167,0
,22030,5130,1484705367,"<p>
 That's a pretty good field. I'm thinking of doing maybe Sports medicine or programming with the GI Bill after I'm out.
 </p>
 
 <p>
 I have this small facebook groupchat with like 3 other guys from NY and PA who are also Fascists I met on here. I have a feeling you're not a Mossad agent, so would you like to join our chat? It was originally for Polaks only but I think we can make an exception for some Vlachs lol.
 </p>",0,13110,173.63.240.87,0
,22031,5130,1484705461,"<p>
 What's your user?
 </p>",0,13861,24.190.62.167,0
,22032,5130,1484705540,"<p>
 <a href=""https://www.facebook.com/profile.php?id=100008554989931"" rel=""external nofollow"">https://www.facebook.com/profile.php?id=100008554989931</a>
 </p>
 
 <p>
 Add me and I'll add you to the chat
 </p>",0,13110,173.63.240.87,0
,22033,5130,1484705653,"<p>
 sent
 </p>",0,13861,24.190.62.167,0
,,,,,,,,
,6412,1760,1372369385,"<p>A majority of Americans on this site seem to have either served, are serving or plan to serve in the Military.</p>
 <p>Are there many people within the Military from your experiance that share your political views?</p>",2f7126c8321299445db762b55ca5a134,6113,74.110.7.186,1
,6413,1760,1372440143,"<p>Yes, but it depends on where you are in the service. I can only tell about my experience in the Army, you'd have to hit up the Marines and Navy guys for their input. The Army can be divided between two kinds of jobs: non-combat and combat. Non-combat jobs typically have units that are the least disciplined, the least motivated, and the least competent. Non-combat units also tolerate less horseplay and less ""shit talk,"" which makes non-PC misogynistic and/or racist jokes a serious issue. They also happen to be units with the largest percentage of non-Whites (another reason why political correctness is an issue). I've seen units of mechanics, of admin, even of communications that were majority non-White. Combat units on the other hand, are overwhelmingly White. While the Army itself might be 70-75% White, combat units - especially Infantry- tend to be upwards of 85-95% percent White, depending on where you classify Caucasoid Hispanics. These units are the complete opposite of what I described above. They're one of the last places in our system of government where it is still acceptable to publicly be as sexist, racist, and discriminatory as you want (so long as a non-combat officer doesn't hear you!). It's not a wonder that an institution like that attracts its fair share of fascists, nationalists, and far-right conservatives (like preppers, militia, etc.).</p>
 <p>In my unit (infantry) I've met quite a few rightists - some openly NS, lots of neo-Nazis, others just nationalists, others red-pilled conservatives, others blue-pilled militiamen, even a couple Mormon extremists. You see plenty ""of our kind"" in the combat arms. But you have to be careful about it, Military Police are always watching and always eager to enforce the ban on extremist activity by military personnel. A good way people in the military find other rightists is to simply wear a shirt with some obscure fascist logo. I met my good buddy at a brigade luncheon when he noticed the Totenkopf on my shirt. On most bases you can see the occasional right-wing symbol. Sun wheel there, 88 here, Mussolini's face over there, a Templar cross tattoo. The symbols of SS units are especially common, even on things as public as cars, flags, and helmets.</p>
 <p>What I'm trying to get across here is that, yes, there are lots of fascists in the military. But only in some parts and almost always in secret. It's extremely dangerous to be openly political. Even two hardcore NS might be worried about speaking politics amongst themselves. When my company commander mentions that ""this country needs a beer hall putsch and some brownshirts"", I know this is something he would not say in front of his superiors, even if his superiors have said similar things.</p>",3af532e833437f91490ee6505c59f3dd,130,184.152.41.168,0
,6415,1760,1372500422,"<p>So it's present with quite a few people but all hush hush, Makes sense.</p>
 <p>I always thought that were a true Fascist Movement to take form in the U.S. it would be born out of the Veterans of our Military.</p>
 <p>Yeah im leaning Towards Joining either the Army or Marines, though my father wants me to consider the Air Force because theirs an Airbase close by.</p>
 <p>Leaning more towards the Army, definately in a Combat role.</p>",a9c95477751867f306b4c796a6c0bb07,6113,71.186.251.6,0
,,,,,,,,
,6414,1761,1372499715,"<p>I've been preocuppied but yes now I would like to see if you had some suggestions of schools.</p>
 <p>I'd prefer something in the Mid-Atlantic Region, but may have to pick something closer in New York (the State not City).</p>
 <p>I've tended to do well in areas of History and Literature, Philosopy all that stuff, Military History as well but from this damned internet search engine the only school that sems to have all these things are West Point which im not qualified to enter, hence why I decided on ROTC in the first place.</p>
 <p> But I understand it would be a good idea to try and become educated in some hands on skill.</p>
 <p>Machine tooling seems interesting, perhaps Gunsmithing?</p>
 <p>Not sure where they'd teach that though but i've seen it as an option before. </p>
 <p>I'm sure I could make do with a variety of hands on skills though.</p>",8c68d3f0254108dd47885a5a60e7588f,6113,71.186.251.6,1
,6418,1761,1372511099,"<p>Hmm I do not have great knowledge of schools in NY, but here are some suggestions in the general area you mentioned:</p>
 <p>Norwich University (in Vermont but it's a military university with ROTC/NROTC and has military history/strategic studies majors). Well-respected in the military as far as I have heard.</p>
 <p><strong>PA:</strong></p>
 <p>Penn State </p>
 <p>Temple University</p>
 <p>UPIttsburgh</p>
 <p><strong>WV:</strong></p>
 <p>WVU (fairly conservative but it is overall a party school. Only has Army ROTC).</p>
 <p><strong>MD:</strong></p>
 <p>UMD - College Park (Great ROTC program and is basically a public Ivy)</p>
 <p>Towson University</p>
 <p><strong>D.C.: (Keep in mind these ones are extremely expensive without an ROTC scholarship, which is not guaranteed)</strong></p>
 <p>American University</p>
 <p>Catholic University</p>
 <p>VA:</p>
 <p>GMU (only Army ROTC but fairly conservative campus with decent international politics programs/distinguished teachers)</p>
 <p>UVA (has all ROTC units but extremely left-wing culture).</p>
 <p>Virginia Tech (this one is an outlier for the range you noted, but probably the best cadet program on the eastern seaboard apart from Annapolis).</p>
 <p>VMI (some of my friends go here; excellent military school).</p>
 <p>Can't say I know much about Delaware apart from the U of, which I've not heard much good/bad about. Just remember that if you take ROTC your military science courses are going to include military history, and you can place them in tandem with a history major/minor. </p>
 <p>As far as the practical skills aspect, I don't know of most schools offering them in ROTC programs. Usually you have to enlist to get that sort of training, or take classes at a vocational school. The most practical majors are generally considered to be finance/accounting or anything in engineering. In my case I chose neither, so time will tell if I get a job.</p>",56d94d2bdc6a9987c219cc85a94c4550,6122,76.104.26.181,0
,6425,1761,1372635624,"<p>What is it that you study of you don't mind me asking, Majors, Minors and whatnot?</p>",970b803a1904a1fccdb6b1992ee006b7,6113,71.186.242.31,0
,6426,1761,1372637652,<p>polysci major and theology/sociology minor</p>,cef1593c21125b21da580a18002dac70,6122,76.104.26.181,0
,,,,,,,,
,19965,4824,1470787041,"<p>
 <a href=""https://www.facebook.com/profile.php?id=100005800390103&amp;fref=ts"" rel=""external nofollow"">https://www.facebook.com/profile.php?id=100005800390103&amp;fref=ts</a>
 </p>
 
 <p>
 I didn't know you had a sister ? Can I hab de pussi pls
 </p>",0,9571,108.219.104.122,1
,19968,4824,1470825374,"<p>
 PRE PUBESCENT PUSSI<br /><br />
 Knock yourself out.
 </p>",0,9353,92.244.157.162,0
,19970,4824,1470853609,"<p>
 Lol i was searching for you and this popped up is she related ? lol I didn;t know serbs had such dark skin and such dark eyes and such dark hair Oh my....
 </p>",0,9571,108.219.104.122,0
,19978,4824,1470863117,"<p>
 How the fuck do you know my name?<br /><br />
 Yeah, most of the Serbs tan pretty good and have darker hair and eyes.<br /><br />
 tfw I found a blue eyed, dark brown haired qt<br /><br />
 hnnggggg, penis is ready to deploy
 </p>",0,9353,92.244.157.162,0
,19982,4824,1470871410,"<p>
 You told us on skype and I have a really good memory also you said you used your real name on facebook so..... So that chick is definitely not related lol I figured some families give their sons and daughters similar names do they do that in Serbia ? I don't know.
 </p>",0,9571,108.219.104.122,0
,19983,4824,1470872325,"<p>
 Ah ok.<br /><br />
 Lol no, she is not. My genes are def better. <br /><br />
 It happens sometimes.
 </p>",0,9353,92.244.157.162,0
,19984,4824,1470872426,"<p>
 my friends name here is Nick short for Nicholaus is that the same as Nikola what about the Canadian Nikolayevich is that the same name ?
 </p>",0,9571,108.219.104.122,0
,19985,4824,1470872764,"<p>
 Nikola comes from Greek Nikolaos, same as his name.<br />
 Same with Nikolayevich. It's a surname.
 </p>",0,9353,92.244.157.162,0
,19986,4824,1470872858,"<p>
 neat my name is Greek as well.
 </p>",0,9571,108.219.104.122,0
,19987,4824,1470872904,"<p>
 Protogasmororosos?
 </p>",0,9353,92.244.157.162,0
,19988,4824,1470873008,"<p>
 What ? I googled that that doesn't mean anything ?
 </p>",0,9571,108.219.104.122,0
,19990,4824,1470876110,"<p>
 Nah, I just made it up.
 </p>",0,9353,92.244.157.162,0
,19995,4824,1470888977,"<p>
 Accurate picture of Vinokurov and his mom
 </p>
 
 <p>
 <strong><a href=""http://www.dailymail.co.uk/news/article-3725551/Mother-36-son-19-fell-love-met-year-gave-adoption-baby-say-willing-risk-JAIL-defend-love.html"" rel=""external nofollow"">http://www.dailymail.co.uk/news/article-3725551/Mother-36-son-19-fell-love-met-year-gave-adoption-baby-say-willing-risk-JAIL-defend-love.html</a></strong>
 </p>",0,9571,108.219.104.122,0
,19998,4824,1470907975,"<p>
 eughhhhhh
 </p>",0,9353,92.244.157.162,0
,20000,4824,1470923547,"<p>
 Vino is never on what happened to him oh wait no jk but really what happened to him.
 </p>",0,9571,108.219.104.122,0
,20002,4824,1470937459,"<p>
 He is alive but idk. I wished him a happy birthday couple of days ago and he said thanks. <br />
 Haven't talked to him in a while.
 </p>",0,9353,92.244.157.162,0
,20003,4824,1470937589,"<p>
 I talked to him on skype voice once he seemed pretty cool he's one of the few people on here that have seen my face.
 </p>",0,9571,108.219.104.122,0
,20004,4824,1470937729,"<p>
 I met him last year on yt. It was some live thing and we were spamming the chat with Serbian shit. He joined, I thought he was a Serb. He lurked IM but I convinced him to join. We talked almost every day. He's a good guy. I hope he is ok.<br />
 I will have to get in contact with him again.
 </p>",0,9353,92.244.157.162,0
,20005,4824,1470940963,"<p>
 &gt; Probably not a good sign when you mistake a mexican for one of your own
 </p>
 
 <p>
 He's probably depressed since he goes to high school online and he doesn't have any plans after he graduates just like some of my friends at highschool. Im sort of same with university.
 </p>
 
 <p>
 I graduate this march , did you finish your thing zmaj was doing geology and you were doing political science or something.
 </p>",0,9571,108.219.104.122,0
,20006,4824,1470946338,"<p>
 I will take Vino under my wing and find him some brazilian qt.<br /><br />
 Yeah probably that.<br /><br />
 History. I'm planning on dropping out, and joining the army next march. After basic training (6months) I will start learning a trade or just leave. Backpack across Europe or something.
 </p>",0,9353,92.244.157.162,0
,20007,4824,1470947294,"<p>
 Oh shit I'm doing history too , Vino said he wanted an Arab girl Inshallah , he doesn't like blacks so I would assume he doesnt want nignog DNA in his descendants.
 </p>
 
 <p>
 Serb army ? why did your country sell their Army jackets to anyone who wants them I bought a Serb Army jacket at a Military store a few years ago.
 </p>
 
 <p>
 
 </p>",0,9571,108.219.104.122,0
,20008,4824,1470948949,"<p>
 Maybe he can find some whiteish latina. <br /><br />
 No idea about that. But I don't plan to serve, just basic training.
 </p>",0,9353,92.244.157.162,0
,20009,4824,1470953897,"<p>
 You can do that in Serbia ? here you have to serve if you do basic I did ROTC in highschool which is basic drills uniform orders of the sentry etc you actually advance a rank if you do ROTC in highschool and enlist.
 </p>",0,9571,108.219.104.122,0
,20012,4824,1470956754,"<p>
 You can continue career in army if you want to but I don't think it's a must.
 </p>",0,9353,92.244.157.162,0
,20013,4824,1470961268,"<p>
 Thats cool here they basically make you sign contract papers saying that you will serve x amount of years no other option.
 </p>",0,9571,108.219.104.122,0
,,,,,,,,
,24010,5447,1494208616,"<p>
 Did you enlist in the US Armed Services or the one of Trinidad?
 </p>",0,13110,107.77.76.126,1
,,,,,,,,
,5881,1626,1365170284,"<p>I had a chance to read issues 1-4 of Reaktion, and for the most part quite liked what I saw. Especially ""Manifestation of Destiny""... Who wrote that? It was fucking excellent.</p>
 <p>Anyways, I don't know if you're looking for contributors to Reaktion right now, but if you are, I'm interested. I have a professional background in illustration and would gladly provide some black and white propaganda if you're interested in it, since I've been sketching up some designs I plan on making fliers to distribute around my home city. Unfortunately being forward deployed right now makes getting scans of the art difficult, so I might not be able to pitch stuff like that until I get back in June.</p>
 <p>Aside from that, if there's other content you're seeking, feel free to let me know, and if it sounds like something I can provide, I'll be totally down with it.</p>",dffc9f8eec8481fd98c26557b412d8ad,2392,217.26.255.205,1
,5882,1626,1365238721,"<p>I'm very much interested in seeing what you have, I will say this I kind of dropped the MURRIKA, FUCK YEA! Imperialist stuff as you've seen in issue 4. I wrote the Manifestation of Destiny, I just forgot to use my penname XD. I'll think of what content I'm looking for, write now the next issue will talk about lot more about the Fascist worldview and alienation and I may draw on James Mason and CIV Collapse for inspiration. Tell me what your interests are as far as subjects is concerned and we'll come up with something.</p>",98f01b6cedcfadbc5b2966ea1ce3fd1c,35,50.151.185.150,0
